ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
200260000,372500,36587786,118,LONGWOOD DR,,LOT 9 LONGWOOD PARK,4051.08
200257000,305800,36587787,215,AZALEA DR,,LOT 8 BK 1 AZALEA GARDENS,8450.64
200259301,91400,36587788,109,KEENE CT,,LOT 17 BK 8 AD 8 AZALEA GARDEN,21736.44
200259350,91400,36587789,100,KEENE CT,,LOT 22 BK 8 AD 8 AZALEA GARDEN,9496.08
190035360,294500,36587790,301,OLD LYNCHBURG RD,,LOT B-1 BK C JEFFERSON WOODS,0
200256000,299300,36587791,217,AZALEA DR,,LOT 9 BK 1 AZALEA GARDENS,8450.64
200259340,91400,36587792,102,KEENE CT,,LOT 21 BK 8 AD 8 AZALEA GARDEN,9321.84
200274000,262400,36587793,125,LONGWOOD DR,,LOT 23 LONGWOOD PARK,9496.08
200262000,181800,36587794,122-A,LONGWOOD DR,,LOT 11A LONGWOOD PARK,4051.08
200259330,91400,36587795,104,KEENE CT,,LOT 20 BK 8 AD 8 AZALEA GARDEN,10759.32
200255000,333600,36587796,219,AZALEA DR,,LOT 10 BK 1 AZALEA GARDENS,8494.2
200259320,91400,36587797,106,KEENE CT,,LOT 19 BK 8 AD 8 AZALEA GARDEN,15986.52
200273000,288500,36587798,127,LONGWOOD DR,,LOT 22 LONGWOOD PARK,8189.28
200254000,457500,36587799,221,AZALEA DR,,LOT 11 BK 1 AZALEA GARDENS,8407.08
200272000,262400,36587800,129,LONGWOOD DR,,LOT 21 LONGWOOD PARK,8232.84
200259310,343600,36587801,108,KEENE CT,,REVISED LOT & PAR X BK 8 AD 8 AZALEA GARDEN,202292.64
190035390,33800,36587802,0,OLD LYNCHBURG RD,,2.63 AC + MOORE'S CREEK,0
200242100,700,36587803,0,GARDEN DR,,PT LOT 6A BK 5 AZALEA GARDENS,392.04
200266000,143700,36587804,130-A,LONGWOOD DR,,LOT 15A LONGWOOD PARK,4617.36
200278000,38000,36587805,0,LONGWOOD DR,,2.273 ACRES LONGWOOD PARK,99011.88
200212000,343100,36587806,338,CAMELLIA DR,,LOT 5 BK 7 SEC 3 AZALEA GARD,9016.92
200223000,369100,36587807,307,CAMELLIA DR,,"LOT 10,PAR B BK 2 3RD ADD AZA",13547.16
220004000,287000,36587808,1623,GROVE ST EXT,,LOTS A & B,0
220002000,2100,36587809,0,GROVE ST EXT,,PART .20 ACRES,0
220003000,222900,36587810,1625,GROVE ST EXT,,PT LOT,0
220001000,4400,36587811,0,GROVE ST EXT,,PT 25 ACRES,0
220059000,686000,36587812,105,DAVID TER,,LOT 4 HIGHLAND,21218.076
210009000,83700,36587813,2120,HILL ST,A&B,LOT 8A OVERHILLS,55495.44
210006200,347900,36587814,2115 ,HILL ST,A&B,LOT 28B OVERHILLS,10585.08
210004000,25600,36587815,0,TODD AVE,,PT LOT 27 OVERHILLS,12893.76
210003000,299200,36587816,207,TODD AVE,,PT LOT 24 OVERHILLS,11848.32
210007000,325000,36587817,2114,HILL ST,,LOT 4 OVERHILLS,5619.24
210003100,360400,36587818,205,TODD AVE,,PT LOTS 23 & 24 OVERHILLS,11717.64
210006100,281700,36587819,2111,HILL ST,,LOT 28A OVERHILLS,6054.84
210002000,363200,36587820,201,TODD AVE,,"LOT 23,STRIP&PAR X OVERHILLS",16552.8
210008000,330600,36587821,2112,HILL ST,,LOT 3 OVERHILLS,5619.24
210001000,483000,36587822,115,TODD AVE,,LOT 12 & STRIP OVERHILLS,24437.16
210006000,391200,36587823,213,TODD AVE,,LOT 26 OVERHILLS,10018.8
210005000,321400,36587824,209,TODD AVE,,PT LOT 25 OVERHILLS,5009.4
210009100,363700,36587825,2110,HILL ST,,PT LOT 2 OVERHILLS,9583.2
210013100,384800,36587826,2219,CENTER AVE,,LOT B-1 OVERHILLS,12283.92
210010100,48100,36587827,0,HILL ST,,LOT B OVERHILLS,10018.8
210010000,292900,36587828,2104,HILL ST,,LOT A OVERHILLS,6011.28
210013000,362600,36587829,2221,CENTER AVE,,LOT A-1 OVERHILLS,12327.48
210011000,538200,36587830,2200,HILL ST,,PT LOT 32 OVERHILLS,6882.48
210020000,287200,36587831,2217,HILL ST,,PT LOT 22 OVERHILLS,3963.96
210022000,396000,36587832,210,TODD AVE,,LOT 21 OVERHILLS,8145.72
210023100,281300,36587833,208,TODD AVE,,LOT 20B OVERHILLS,4051.08
210023000,281300,36587834,206,TODD AVE,,LOT 20A OVERHILLS,4051.08
210024000,356200,36587835,204,TODD AVE,,LOT 19A OVERHILLS,9496.08
210025000,278200,36587836,202,TODD AVE,,LOT 18B OVERHILLS,4443.12
210025100,283800,36587837,200,TODD AVE,,LOT 18A OVERHILLS,4138.2
210026000,464600,36587838,114,TODD AVE,,LOT 11 & STRIP OVERHILLS,9670.32
210027000,416100,36587839,110,TODD AVE,,LOT 10 OVERHILLS,7666.56
210028000,422400,36587840,108,TODD AVE,,LOT 9 OVERHILLS,7666.56
210029000,417800,36587841,104,TODD AVE,,LOT 8 OVERHILLS,7666.56
210030000,445300,36587842,2202,JEFFERSON PARK AVE,,LOT 3 OVERHILLS,3571.92
210019000,327000,36587843,2202,HILL ST,,LOT A & PT 32 OVERHILLS,10585.08
210014000,306600,36587844,403,ROBERTSON AVE,,LOTS 10-12 HIGHLAND PARK,11238.48
210015000,400200,36587845,401,ROBERTSON AVE,,LOTS 7-9 HIGHLAND PARK,11238.48
210016000,334500,36587846,307,ROBERTSON AVE,,LOTS 5 & 6 HIGHLAND PARK,7492.32
210021000,264500,36587847,2219,HILL ST,,PT LOT 22 OVERHILLS,4007.52
210031000,301500,36587848,2204,JEFFERSON PARK AVE,,LOT 2 OVERHILLS,7143.84
210041000,312700,36587849,2221,HILL ST,,PT LOT 17 OVERHILLS,4007.52
210040000,340300,36587850,211,ROBERTSON AVE,,LOT 16 OVERHILLS,8145.72
210018000,306000,36587851,2206,HILL ST,,LOTS 1 & 2 HIGHLAND PARK,7056.72
210039000,459000,36587852,205,ROBERTSON AVE,,LOT 15 OVERHILLS,8145.72
210038000,505000,36587853,203,ROBERTSON AVE,,LOT 14 OVERHILLS,8145.72
210037000,421600,36587854,201,ROBERTSON AVE,,LOT 13 & STRIP OVERHILLS,10193.04
210036000,285400,36587855,115,ROBERTSON AVE,,LOT 7 & STRIP OVERHILLS,9670.32
210035000,304900,36587856,111,ROBERTSON AVE,,LOT 6 OVERHILLS,7666.56
210034000,428700,36587857,109,ROBERTSON AVE,,LOT 5 OVERHILLS,7666.56
210033000,464400,36587858,107,ROBERTSON AVE,,LOT 4 OVERHILLS,7666.56
210017000,380000,36587859,303,ROBERTSON AVE,,LOTS 3 & 4 HIGHLAND PARK,7056.72
210032000,375400,36587860,2206,JEFFERSON PARK AVE,,LOT 1 OVERHILLS,7143.84
210042000,354200,36587861,2223,HILL ST,,PT LOT 17 OVERHILLS,4007.52
210125000,359500,36587862,404,ROBERTSON AVE,,LOT B,6969.6
210125100,428900,36587863,400,ROBERTSON AVE,,LOT A,6969.6
210124000,320200,36587864,304,ROBERTSON AVE,,LOTS 17 & 18 HIGHLAND PARK,6969.6
210123000,387900,36587865,302,ROBERTSON AVE,,LOTS 15 & 16 HIGHLAND PARK,6795.36
210122000,318400,36587866,300,ROBERTSON AVE,,LOTS 13 & 14 HIGHLAND PARK,6969.6
210043000,338300,36587867,212,ROBERTSON AVE,,LOT 6 OVER HILLS,7492.32
210044000,311100,36587868,210,ROBERTSON AVE,,LOT 5 OVERHILLS,7492.32
210045000,427000,36587869,208,ROBERTSON AVE,,LOT 4 OVERHILLS,7492.32
210047000,355400,36587870,204,ROBERTSON AVE,,LOT 2 OVER HILLS,7492.32
210046000,364900,36587871,206,ROBERTSON AVE,,LOT 3 OVERHILLS,7492.32
210048000,358800,36587872,202,ROBERTSON AVE,,LOT 1 OVER HILLS,10149.48
210049000,443100,36587873,200,ROBERTSON AVE,,LOTS 1-3 ALBEMARLE PLACE,11238.48
210050000,339500,36587874,118,ROBERTSON AVE,,LOTS 4 & 5 ALBEMARLE PLACE,7492.32
210051100,360800,36587875,116,ROBERTSON AVE,,LOTS 6 & 7 ALBEMARLE PLACE,7492.32
210051000,387300,36587876,114,ROBERTSON AVE,,LOTS 8 & 9 ALBEMARLE PLACE,7492.32
210052000,339600,36587877,112,ROBERTSON AVE,,LOTS 10 & 11 OVERHILLS,7492.32
210053000,437200,36587878,108,ROBERTSON AVE,,LOTS 12 & 13 ALBEMARLE PLACE,7492.32
210054000,366100,36587879,106,ROBERTSON AVE,,LOTS 14 & 15 ALBEMARLE PLACE,7492.32
210055000,338400,36587880,2300,JEFFERSON PARK AVE,,LOTS 16 & 17 ALBEMARLE PLACE,7492.32
210056000,448900,36587881,2302,JEFFERSON PARK AVE,,LOTS 18 & 19 ALBEMARLE PLACE,7492.32
210126000,471600,36587882,2306,HIGHLAND AVE,,LOTS 91 & 92 HIGHLAND PARK,7492.32
210057000,339300,36587883,2304,JEFFERSON PARK AVE,,LOTS 20 & 21 ALBEMARLE PLACE,7492.32
210127000,346200,36587884,2308,HIGHLAND AVE,,LOTS 89 & 90 HIGHLAND PARK,7492.32
210121000,500200,36587885,2307,HIGHLAND AVE,,LOTS 19-21 HIGHLAND PARK,10062.36
210070000,373800,36587886,211,RAYMOND AVE,,LOT 11 OVERHILLS,11630.52
210069000,246900,36587887,207,RAYMOND AVE,,LOT 10 OVERHILLS,7492.32
210068000,303500,36587888,205,RAYMOND AVE,,LOT 9 OVER HILLS,7492.32
210067000,470800,36587889,203,RAYMOND AVE,,LOT 8 OVERHILLS,7492.32
210066000,312200,36587890,201,RAYMOND AVE,,LOT B OVERHILLS,9016.92
210065000,329300,36587891,119,RAYMOND AVE,,LOT A ALBEMARLE PLACE,8624.88
210064000,489300,36587892,117,RAYMOND AVE,,LOTS 39 & 40 ALBEMARLE PLACE,7492.32
210063000,348400,36587893,115,RAYMOND AVE,,LOTS 37 & 38 ALBEMARLE PLACE,7492.32
210062000,400600,36587894,113,RAYMOND AVE,,LOTS 35 & 36 ALBEMARLE PLACE,7492.32
210061000,423800,36587895,111,RAYMOND AVE,,LOTS 32-34 ALBEMARLE PLACE,11238.48
210061100,500300,36587896,109,RAYMOND AVE,,LOTS 30 & 31 ALBEMARLE PLACE,7492.32
210060000,574600,36587897,107,RAYMOND AVE,,LOTS 28 & 29 ALBEMARLE PLACE,7492.32
210058000,401100,36587898,2306,JEFFERSON PARK AVE,,LOTS 22 & 23 ALBEMARLE PLACE,7492.32
210128000,373400,36587899,2310,HIGHLAND AVE,,LOTS 86-88 HIGHLAND PARK,11238.48
210120000,473300,36587900,2309,HIGHLAND AVE,,LOTS 22 & 23 HIGHLAND PARK,7492.32
210059000,558900,36587901,2310,JEFFERSON PARK AVE,,LOTS 24-27 ALBEMARLE PLACE,14984.64
210105000,589800,36587902,212,RAYMOND AVE,,LOT CRESTMONT,80150.4
210129000,450300,36587903,2312,HIGHLAND AVE,,LOTS 83-85 HIGHLAND PARK,11151.36
210119000,334400,36587904,2311,HIGHLAND AVE,,LOT A HIGHLAND PARK,11238.48
210130000,490200,36587905,2316,HIGHLAND AVE,,LOTS 80-82 HIGHLAND PARK,11194.92
210118000,374600,36587906,2317,HIGHLAND AVE,,LOT B HIGHLAND PARK,11238.48
210071000,445700,36587907,210,RAYMOND AVE,,LOT 16 OVERHILLS,11499.84
210072000,417700,36587908,204,RAYMOND AVE,,LOTS 14 & 15 OVERHILLS,19689.12
210073000,96000,36587909,0,RAYMOND AVE,,LOT 13 OVERHILLS,9844.56
210074000,370400,36587910,120,RAYMOND AVE,,LOT 12 OVERHILLS,9844.56
210075000,342900,36587911,118,RAYMOND AVE,,LOTS 43 & 44 ALBEMARLE PLACE,8712
210076000,553500,36587912,116,RAYMOND AVE,,LOTS 45 & 46 ALBEMARLE PLACE,9844.56
210077000,315600,36587913,114,RAYMOND AVE,,LOTS 47 & 48 ALBEMARLE PLACE,9844.56
210078000,313200,36587914,112,RAYMOND AVE,,LOT C,11804.76
210080000,381400,36587915,108,RAYMOND AVE,,LOTS 54 & 55 ALBEMARLE PLACE,9365.4
210081000,391700,36587916,106,RAYMOND AVE,,LOTS 56 & 57 ALBEMARLE PLACE,0
210082000,442300,36587917,2400,JEFFERSON PARK AVE,,LOTS 58-61 ALBEMARLE PLACE,14679.72
210131000,383100,36587918,2318,HIGHLAND AVE,,LOTS 77-79 HIGHLAND PK,11238.48
210117000,402500,36587919,2319,HIGHLAND AVE,,"LOTS 30, 31 & 32 HIGHLAND PARK",11238.48
210083000,393400,36587920,2404,JEFFERSON PARK AVE,,LOTS 62 & 63 ALBEMARLE PLACE,7492.32
210131100,403900,36587921,2320,HIGHLAND AVE,,LOTS 75 & 76 HIGHLAND PARK,7448.76
210116000,276500,36587922,2321,HIGHLAND AVE,,LOTS 33 & 34 HIGHLAND PARK,7492.32
210084000,565300,36587923,2406,JEFFERSON PARK AVE,,"LOTS 64,65 & C ALBEMARLE PLACE",8624.88
210087000,49700,36587924,0,JEFFERSON PARK AVE,,LOT B & STRIP ALBEMARLE PLACE,56192.4
210115100,369600,36587925,2323,HIGHLAND AVE,,LOTS 35 & 36 HIGHLAND PARK,7492.32
210086000,495500,36587926,2408,JEFFERSON PARK AVE,,LOT A ALBEMARLE PLACE,16814.16
210115000,258300,36587927,2325,HIGHLAND AVE,,LOTS 37 & 38 HIGHLAND PARK,13721.4
210114000,363400,36587928,2327,HIGHLAND AVE,,LOTS 39 & 40 HIGHLAND PARK,7492.32
210088000,489500,36587929,2412,JEFFERSON PARK AVE,,LOT 2,13939.2
210113000,399900,36587930,2329,HIGHLAND AVE,,LOTS 41-43 HIGHLAND PARK,11238.48
210112000,443900,36587931,2331,HIGHLAND AVE,,LOTS 44-46 HIGHLAND PARK,11238.48
210089000,2678500,36587932,2416,JEFFERSON PARK AVE,,LOT 3 JEFFERSON PARK,231129.36
210105130,329200,36587933,2325,CRESTMONT AVE,,LOT 13 CRESTMONT,14069.88
210105140,373100,36587934,2327,CRESTMONT AVE,,LOT 14 CRESTMONT,16335
210105150,355000,36587935,2326,CRESTMONT AVE,,LOT 15 CRESTMONT,13982.76
210111000,414900,36587936,2335,HIGHLAND AVE,,LOT B HIGHLAND PARK,5619.24
210090100,435600,36587937,119,HAMMOND ST,,LOTS 4B & 4C JEFFERSON PARK,24350.04
210090000,473500,36587938,2422,JEFFERSON PARK AVE,,LOT 4A JEFFERSON PARK,36633.96
210110000,252900,36587939,2337,HIGHLAND AVE,,LOTS 50-52&PT 53 HIGHLAND PK,13503.6
210105160,359000,36587940,2324,CRESTMONT AVE,,LOT 16 CRESTMONT,12545.28
210105230,381400,36587941,2310,CRESTMONT AVE,,LOT 23 CRESTMONT,15333.12
210105240,375100,36587942,2308,CRESTMONT AVE,,LOT 24 CRESTMONT,20037.6
210105120,376000,36587943,2323,CRESTMONT AVE,,LOT 12 CRESTMONT,7492.32
210108000,306100,36587944,2339,HIGHLAND AVE,,"LOTS 54-56,PT 53 HIGHLAND PARK",13503.6
210091100,341000,36587945,117,HAMMOND ST,,LOT 5B JEFFERSON PARK,7274.52
210091000,165100,36587946,2424,JEFFERSON PARK AVE,,LOT 5A JEFFERSON PARK,39988.08
210105250,365000,36587947,2306,CRESTMONT AVE,,LOT 25 CRESTMONT,10672.2
210107000,284800,36587948,2341,HIGHLAND AVE,,LOT A HIGHLAND PARK,6229.08
210105110,332800,36587949,2321,CRESTMONT AVE,,LOT 11 CRESTMONT,8189.28
210091200,411100,36587950,115,HAMMOND ST,,LOTS 5C & 5C-1 JEFFERSON PK,8058.6
210105170,353500,36587951,2322,CRESTMONT AVE,,LOT 17 CRESTMONT,6011.28
210106000,342700,36587952,2343,HIGHLAND AVE,,PT 59&UNNUMBERED LOT HIGHLAND,10367.28
210105220,359000,36587953,2312,CRESTMONT AVE,,LOT 22 CRESTMONT,9888.12
210105101,326400,36587954,2319,CRESTMONT AVE,,LOT 10 CRESTMONT,8189.28
210105260,365700,36587955,2304,CRESTMONT AVE,,LOTS 26 & B CRESTMONT,9539.64
210105180,357700,36587956,2320,CRESTMONT AVE,,LOT 18 CRESTMONT,6882.48
210105900,366700,36587957,2317,CRESTMONT AVE,,LOT 9 CRESTMONT,9365.4
210105190,335000,36587958,2318,CRESTMONT AVE,,LOT 19 CRESTMONT,5793.48
210105210,279600,36587959,2314,CRESTMONT AVE,,LOT 21 CRESTMONT,7405.2
210104500,356100,36587960,1700,CHERRY AVE,,LOT 8A,8712
210105201,327000,36587961,2316,CRESTMONT AVE,,LOT 20 CRESTMONT,6229.08
210105800,342200,36587962,2315,CRESTMONT AVE,,LOT 8 CRESTMONT,15638.04
210105500,334600,36587963,2307,CRESTMONT AVE,,LOTS 5 & 6A CRESTMONT,12371.04
210105400,334300,36587964,2305,CRESTMONT AVE,,LOT 4 CRESTMONT,8015.04
210093100,402400,36587965,105,HAMMOND ST,,LOT 8B JEFFERSON PARK,7579.44
210095000,425500,36587966,111,CLEVELAND AVE,,LOT 9B JEFFERSON PARK,14157
210105600,332100,36587967,2309,CRESTMONT AVE,,LOT 6 CRESTMONT,9931.68
210104400,310100,36587968,1704,CHERRY AVE,,LOT 8,9016.92
210105100,319500,36587969,1711,CHERRY AVE,,LOT 1 CRESTMONT,9583.2
210096000,453000,36587970,119,CLEVELAND AVE,,LOT 1-A2 FRY SPRINGS,18643.68
210095100,429500,36587971,115,CLEVELAND AVE,,LOT 9C JEFFERSON PARK,9713.88
210105700,328400,36587972,2311,CRESTMONT AVE,,LOT 7 CRESTMONT,11282.04
210104300,370200,36587973,1706,CHERRY AVE,,LOT 7,9016.92
210103000,3848000,36587974,1720,CHERRY AVE,,"2.771 AC,LOT 4,1,2 FIFE ESTATE",120704.76
210097000,475500,36587975,123,CLEVELAND AVE,,LOT 2-A FRY SPRINGS,10715.76
210098000,391500,36587976,201,CLEVELAND AVE,,LOT 3 FRY SPRINGS,0
210105200,350800,36587977,1713,CHERRY AVE,,LOT 2 CRESTMONT,10105.92
210099000,439900,36587978,205,CLEVELAND AVE,,LOT 4 FRY SPRINGS,19209.96
210104200,300200,36587979,1710,CHERRY AVE,,LOT 6,9016.92
210105300,338800,36587980,1715,CHERRY AVE,,LOT 3 CRESTMONT,13503.6
210100000,312700,36587981,209,CLEVELAND AVE,,LOT 5 FIFE ESTATE,19209.96
210101000,703600,36587982,213,CLEVELAND AVE,,.602 AC.,26223.12
210104000,320200,36587983,1712,CHERRY AVE,,LOT 5,9016.92
21A002000,316800,36587984,2500,WILLARD DR,,LOT 1 BK A GREEN VALLEYS,14723.28
21A001100,184800,36587985,308,CLEVELAND AVE,,LOT 21B BK A AD 1 GREEN VALLEY,5749.92
21A0011A0,175700,36587986,310,CLEVELAND AVE,,LOT 21A BK A AD 1 GREEN VALLEY,3484.8
21A001200,205900,36587987,312,CLEVELAND AVE,,LOT 20B BK A ADD 1 GREEN VALL,3876.84
21A0012A0,179100,36587988,314,CLEVELAND AVE,,LOT 20A BK A AD 1 GREEN VALLEY,4181.76
21A001300,181000,36587989,316,CLEVELAND AVE,,LOT 19B BK A ADD 1 GREEN VALL,4443.12
21A0013A0,182300,36587990,318,CLEVELAND AVE,,LOT 19A BK A ADD 1 GREEN VALLE,4443.12
21A003000,301600,36587991,2508,WILLARD DR,,LOT 2 BK A SEC 1 GREEN VALL,7579.44
21A001400,207300,36587992,320,CLEVELAND AVE,,LOT 18B BK A AD 1 GREEN VALLEY,4443.12
21A0014A0,178500,36587993,322,CLEVELAND AVE,,LOT 18A BK A ADD 1 GREEN VALL,4443.12
21A001500,186200,36587994,324,CLEVELAND AVE,,LOT 17B BK A ADD 1 GREEN VALL,4443.12
21A0015A0,178700,36587995,326,CLEVELAND AVE,,LOT 17A BK A ADD 1 GREEN VALLE,4443.12
21A004000,273100,36587996,2510,WILLARD DR,,LOT 3 BK A SEC 1 GREEN VALL,9931.68
21A001600,225200,36587997,328,CLEVELAND AVE,,LOT 16B BK A AD 1 GREEN VALLEY,4443.12
21A034000,306400,36587998,2511,WILLARD DR,,LOT 1 BK C SEC 1 GREEN VALLEYS,10672.2
21A0016A0,178500,36587999,330,CLEVELAND AVE,,LOT 16A BK A GREEN VALLEYS,4443.12
21A001700,179200,36588000,332,CLEVELAND AVE,,LOT 15B BK A GREEN VALLEYS,4443.12
21A0017A0,178500,36588001,334,CLEVELAND AVE,,LOT 15A BK A ADD 1 GREEN VALL,4443.12
21A005000,279300,36588002,2516,WILLARD DR,,LOT 4 BK A SEC 1 GREEN VALLEYS,11020.68
21A001800,181000,36588003,336,CLEVELAND AVE,,LOT 14B BK A ADD 1 GREEN VALL,4443.12
21A0018A0,172200,36588004,338,CLEVELAND AVE,,LOT 14A BK A GREEN VALLEYS,0
21A008000,277900,36588005,403,MOSELEY DR,,LOT 7 BK A SEC 4 GREEN VALLEYS,16683.48
21A001900,178500,36588006,340,CLEVELAND AVE,,LOT 13B BK A ADD 1 GREEN VALLEY,4399.56
21A035000,278000,36588007,2513,WILLARD DR,,LOT 2 BK C SEC I GREEN VALLEYS,10367.28
21A0019A0,178000,36588008,342,CLEVELAND AVE,,LOT 13A BK A ADD 1 GREEN VALLE,9104.04
21A006000,392700,36588009,2518,WILLARD DR,,LOT 5 BK A SEC 1 GREEN VALLEYS,10236.6
21A009000,332700,36588010,405,MOSELEY DR,,LOT 8 BK A SEC 4 GREEN VALLEYS,12066.12
21A010000,299900,36588011,407,MOSELEY DR,,LOT 9 BK A SEC 4 GREEN VALL,9539.64
21A036000,274800,36588012,2515,WILLARD DR,,LOT 3 BK C SEC 1 GREEN VALLEYS,9975.24
21A011000,331900,36588013,409,MOSELEY DR,,LOT 10 BK A SEC 4 GREEN VALLEY,9583.2
21A007000,331300,36588014,2520,WILLARD DR,,LOT 6 BK A SEC 1 GREEN VALLEYS,10497.96
21A012000,333200,36588015,411,MOSELEY DR,,LOT 11 BK A SEC 4 GREEN VALLEY,9583.2
21A037000,270600,36588016,2517,WILLARD DR,,LOT 4 BK C SEC 1 GREEN VALLEYS,10062.36
21A013000,300200,36588017,413,MOSELEY DR,,LOT 12 BK A SEC 4 GREEN VALLEY,9583.2
21A086000,301600,36588018,417,MOSELEY DR,,LOT 14 BK F SEC 4 GREEN VALLEY,14679.72
21A038000,245800,36588019,2519,WILLARD DR,,LOT 5 BK C SEC 1 GREEN VALLEYS,11282.04
21A033000,292800,36588020,408,MOSELEY DR,,LOT 21 BK B SEC 4 GREEN VALLEY,8712
21A085000,496500,36588021,419,MOSELEY DR,,"LOT 13,PAR X BK F SEC 4 GREEN VALLEYS",13503.6
21A014000,394900,36588022,2522,WILLARD DR,,LOT 1 BK B SEC 1 GREEN VALLEYS,9583.2
21A084000,301800,36588023,421,MOSELEY DR,,LOT 12 BK F SEC 4 GREEN VALLEY,10193.04
21A032000,306400,36588024,410,MOSELEY DR,,LOT 20 BK B SEC 4 GREEN VALLEY,10497.96
21A039000,387500,36588025,2521,WILLARD DR,,LOT 6 BK C SEC 1 GREEN VALLEYS,10802.88
21A083000,294900,36588026,423,MOSELEY DR,,LOT 11 BK F SEC 4 GREEN VALLEY,11543.4
21A031000,342500,36588027,412,MOSELEY DR,,LOT 19 BK B SEC 4 GREEN VALLEY,11630.52
21A015000,323500,36588028,2524,WILLARD DR,,LOT 2 BK B SEC 1 GREEN VALLEYS,9801
21A082000,281200,36588029,425,MOSELEY DR,,LOT 10 BK F SEC 4 GREEN VALLEY,12240.36
21A081000,318900,36588030,427,MOSELEY DR,,LOT 9 BK F SEC 4 GREEN VALLEYS,13503.6
21A030000,278300,36588031,414,MOSELEY DR,,LOT 18 BK B SEC 4 GREEN VALLEY,12109.68
21A029000,304500,36588032,416,MOSELEY DR,,LOT 17 BK B SEC 4 GREEN VALLEY,18208.08
21A080000,306500,36588033,429,MOSELEY DR,,LOT 8 BK F SEC 4 GREEN VALLEYS,13111.56
21A040000,306300,36588034,2523,WILLARD DR,,LOT 7 BK C SEC 1 GREEN VALLEYS,10802.88
21A016000,285900,36588035,2526,WILLARD DR,,LOT 3 BK B SEC 1 GREEN VALLEYS,9801
21A079000,293500,36588036,431,MOSELEY DR,,LOT 7 BK F SEC 4 GREEN VALLEYS,17206.2
21A028000,306200,36588037,418,MOSELEY DR,,LOT Z2 BK B GREEN VALLEYS,11891.88
21A041000,355400,36588038,2525,WILLARD DR,,LOT 8 BK C SEC 1 GREEN VALLEYS,10062.36
21A017000,315800,36588039,2528,WILLARD DR,,LOT 4 BK B SEC 2 GREEN VALLEYS,13416.48
21A118000,60400,36588040,0,CLEVELAND AVE,,RESIDUE FIFE ESTATE,99142.56
21A027000,320400,36588041,420,MOSELEY DR,,LOT Y BK B GREEN VALLEYS,11369.16
21A018000,427100,36588042,2530,WILLARD DR,,LOT 5 BK B SEC 2 GREEN VALLEYS,13285.8
21A078000,297100,36588043,433,MOSELEY DR,,LOT 6 BK F SEC 4 GREEN VALLEYS,21083.04
21A026000,356600,36588044,409,ALLEN DR,,LOT X BK B GREEN VALLEYS,12588.84
21A019000,318700,36588045,2600,WILLARD DR,,LOT 6 BK B SEC 2 GREEN VALLEYS,14636.16
21A042000,402200,36588046,2527,WILLARD DR,,LOT 9 BK C SEC 1 GREEN VALLEYS,10062.36
21A020000,338000,36588047,2604,WILLARD DR,,LOT 7 BK B SEC 2 GREEN VALLEYS,14636.16
21A057000,363800,36588048,428,MOSELEY DR,,LOT 1 BK E SEC 3 GREEN VALLEYS,9626.76
21A021000,284600,36588049,2608,WILLARD DR,,LOT 8 BK B SEC 2 GREEN VALLEYS,0
21A043000,310600,36588050,2529,WILLARD DR,,LOT 10 BK C SEC 2 GREEN VALLEY,10628.64
21A117000,241400,36588051,2513,NAYLOR ST,,PT LOT 3 FIFE ESTATE,13590.72
21A058000,272300,36588052,430,MOSELEY DR,,LOT 2 BK E SEC 4 GREEN VALLEYS,9626.76
21A077000,281000,36588053,435,MOSELEY DR,,LOT 5 BK F SEC 4 GREEN VALLESY,18208.08
21A023000,374400,36588054,403,ALLEN DR,,LOT 10 BK B SEC 3 GREEN VALLEY,15071.76
21A024000,281800,36588055,405,ALLEN DR,,LOT 11 BK B SEC 3 GREEN VALLEY,10715.76
21A025000,344900,36588056,407,ALLEN DR,,LOT 12 BK B SEC 3 GREEN VALLEY,10454.4
21A059000,386400,36588057,432,MOSELEY DR,,LOT 3 BK E SEC 4 GREEN VALLEYS,12501.72
21A044000,298200,36588058,2531,WILLARD DR,,LOT 11 BK C SEC 2 GREEN VALLEY,11935.44
21A072000,294600,36588059,412,ALLEN DR,,LOT C SEC 2 ALLEN,11717.64
21A022000,421600,36588060,2610,WILLARD DR,,LOT 9 BK B SEC 2 GREEN VALLEYS,11979
21A116000,248500,36588061,2515,NAYLOR ST,,LOT 2 FIFE ESTATE,10802.88
21A129130,274500,36588062,127,LODGE CREEK CIR,,LOT 8L LODGE CREEK,4573.8
21A129140,261700,36588063,129,LODGE CREEK CIR,,LOT 8R LODGE CREEK,3528.36
21A129150,275100,36588064,131,LODGE CREEK CIR,,LOT 9L LODGE CREEK,3223.44
21A129160,275700,36588065,133,LODGE CREEK CIR,,LOT 9R & PAR B LODGE CREEK,3963.96
21A071000,341200,36588066,410,ALLEN DR,,LOT B SEC 2 ALLEN,9452.52
21B040000,335900,36588067,113,WELK PL,,LOT 18 CLEVELAND HEIGHTS,17859.6
21A076000,350000,36588068,437,MOSELEY DR,,LOT 4 BK F SEC 4 GREEN VALLEYS,10149.48
21A045000,324800,36588069,2601,WILLARD DR,,LOT 1 BK D SEC 2 GREEN VALLEYS,10497.96
21A115000,249900,36588070,2517,NAYLOR ST,,LOT 1 FIFE ESTATE,10977.12
