RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
20738,Hit and Run,201700029816,500,BRANDON AVE,CPD,2017/08/31 13:00:00+00,0900,"Belinski, Thomas"
20739,Towed Vehicle,201700029817,400,MONROE LN,CPD,2017/08/31 12:29:00+00,0829,"Baber, Christian"
20740,Vandalism,201700029796,1000,PRESTON AVE,CPD,2017/08/31 06:00:00+00,0200,"Stein, Nathan"
20741,Towed Vehicle,201700029803,600,MADISON AVE,CPD,2017/08/31 05:45:00+00,0145,"Sprouse, David"
20742,Larceny - Shoplifitng,201700029742,500,W MAIN ST,CPD,2017/08/31 04:24:00+00,0024,"Houchens, Logan"
20743,Larceny - All Other,201700029772,1000,PRESTON AVE,CPD,2017/08/31 03:30:00+00,2330,"Davis, Charles"
20744,Suspicious Activity,201700029762,100,5TH ST SW,CPD,2017/08/31 00:00:00+00,2000,"Roberts, David"
20745,Suspicious Activity,201700029631,800,HARDY DR,CPD,2017/08/30 23:30:00+00,1930,"Roberts, David"
20746,Towed Vehicle,201700029763,400,17TH ST NW,CPD,2017/08/30 22:40:00+00,1840,"Faerber, Timothy"
20747,Suspicious Activity,201700029750,2100,"JEFFERSON PARK AVE, 7",CPD,2017/08/30 20:58:00+00,1658,"Faerber, Timothy"
20748,Assist Citizen - Mental/TDO/ECO,201700029735,1100,"GORDON AVENUE, B",CPD,2017/08/30 20:00:00+00,1600,"Ketchum, Eric"
20749,Larceny - From Motor Vehicle,201700029722,1100,WERTLAND ST,CPD,2017/08/30 19:00:00+00,1500,"Ketchum, Eric"
20750,Suspicious Activity,201700029733,600,W MAIN ST,CPD,2017/08/30 18:11:00+00,1411,"Collier, Otis"
20751,Towed Vehicle,201700029716,1400,SADLER ST,CPD,2017/08/30 17:22:00+00,1322,"Sipe, Larry"
20752,Assault Simple,201700029705,600,E MAIN ST,CPD,2017/08/30 16:10:00+00,1210,"Sorokti, Craig"
20753,Suspicious Activity,201700029696,100,RAYMOND AVE,CPD,2017/08/30 14:39:00+00,1039,"Hamill, Annmarie"
20754,Hit and Run,201700029692,800,E MARKET ST,CPD,2017/08/30 13:10:00+00,0910,"Belinski, Thomas"
20755,Larceny - From Motor Vehicle,201700029685,700,CARGIL LN,CPD,2017/08/30 12:05:00+00,0805,"Belinski, Thomas"
20756,Disorderly Conduct,201700029683,100,14TH ST NW,CPD,2017/08/30 11:49:00+00,0749,"Byrd, Timothy"
20757,Drug/Narcotics Violation,201700029671,100,BURNET WAY,CPD,2017/08/30 09:29:00+00,0529,"Martin, Thomas"
20758,Assault Simple,201700029675,1600,UNIVERSITY AVE,CPD,2017/08/30 09:00:00+00,0500,"Jaeger, Jeffrey"
20759,False Report of Crime,201700029680,300,W MAIN ST,CPD,2017/08/30 08:52:00+00,0452,"Blackwell, Ryan"
20760,Assist Citizen - Mental/TDO/ECO,201700029667,700,FRANKLIN ST,CPD,2017/08/30 07:29:00+00,0329,"Byrd, Timothy"
20761,Towed Vehicle,201700029672,100,BURNET WAY,CPD,2017/08/30 06:16:00+00,0216,"Blank, Alexander"
20762,Missing Person-juvenile,201700029669,1400,HAMPTON ST,CPD,2017/08/30 05:30:00+00,0130,"Blackwell, Ryan"
20763,Assist Citizen - Mental/TDO/ECO,201700029642,1500,GROVE RD,CPD,2017/08/30 04:30:00+00,0030,"Zhang, Kai"
20764,Hit and Run,201700029645,,W MAIN ST,CPD,2017/08/30 04:01:00+00,0001,"Raines, Christopher"
20765,Assault Intimidation,201700029643,600,E MAIN ST,CPD,2017/08/30 03:59:00+00,2359,"Wu, Tsun"
20766,Found/Recovered Property,201700029606,100,AMHERST CMN,CPD,2017/08/30 03:20:00+00,2320,"Zhang, Kai"
20767,Assault Aggravated,201700029609,500,MCINTIRE RD,CPD,2017/08/30 03:00:00+00,2300,"Davis, Charles"
20768,Assault Simple,201700029613,200,4TH ST NW,CPD,2017/08/30 01:26:00+00,2126,"Wu, Tsun"
20769,Drug/Narcotics Violation,201700029614,300,E MAIN ST,CPD,2017/08/30 00:58:00+00,2058,"Chan, William"
20770,Assault Simple,201700029578,1600,UNIVERSITY AVE,CPD,2017/08/29 21:00:00+00,1700,"Ketchum, Eric"
20771,Liquor Law Violation,201700029599,1400,MELBOURNE RD,CPD,2017/08/29 20:58:00+00,1658,"Nash, Darius"
20772,Larceny - From Motor Vehicle,201700029591,400,DICE ST,CPD,2017/08/29 20:57:00+00,1657,"Harvey, Bradley"
20773,Assault Intimidation,201700029583,800,W MAIN ST,CPD,2017/08/29 20:45:00+00,1645,"Belinski, Thomas"
20774,Hit and Run,201700029581,300,4TH ST SE,CPD,2017/08/29 18:36:00+00,1436,"Johnston, Ernest"
20775,Found/Recovered Property,201700029580,600,E MARKET ST,CPD,2017/08/29 18:31:00+00,1431,"Barredo, Michael"
20776,Suspicious Activity,201700029582,500,E MARKET ST,CPD,2017/08/29 18:30:00+00,1430,"Pendleton, Eric"
20777,Towed Vehicle,201700029579,200,UNIVERSITY CIR,CPD,2017/08/29 18:04:00+00,1404,"Adldoost, Mohamad"
20778,Fraud-credit card,201700029487,2400,"ARLINGTON BLVD, C3",CPD,2017/08/29 18:00:00+00,1400,"Bowlin, Jacob"
20779,Assault Aggravated,201700029565,1800,EMMET ST,CPD,2017/08/29 17:31:00+00,1331,"Newton, Arla"
20780,Suicide Investigation,201700029567,1100,BARRACKS RD,CPD,2017/08/29 17:30:00+00,1330,"Gore, Michael"
20781,Larceny - All Other,201700029563,900,PRESTON AVE,CPD,2017/08/29 16:03:00+00,1203,"Barredo, Michael"
20782,Towed Vehicle,201700029568,1600,JEFFERSON PARK AVE,CPD,2017/08/29 16:01:00+00,1201,"Sipe, Larry"
20783,Towed Vehicle,201700029703,2300,JEFFERSON PARK AVE,CPD,2017/08/29 15:26:00+00,1126,"Sipe, Larry"
20784,Lost/FoundProperty,201700029552,1900,EMMET ST N,CPD,2017/08/29 15:00:00+00,1100,"Barredo, Michael"
20785,Towed Vehicle,201700029562,100,MADISON LN,CPD,2017/08/29 14:58:00+00,1058,"Baber, Christian"
20786,Towed Vehicle,201700029697,2100,JEFFERSON PARK AVE,CPD,2017/08/29 14:39:00+00,1039,"Sipe, Larry"
20787,Assault Aggravated,201700029548,2200,HYDRAULIC RD,CPD,2017/08/29 14:14:00+00,1014,"Newton, Arla"
20788,Towed Vehicle,201700029532,100,ELLIOTT AVE,CPD,2017/08/29 12:18:00+00,0818,"Harvey, Bradley"
20789,Suspicious Activity,201700029523,300,"15TH ST NW, 3016",CPD,2017/08/29 07:00:00+00,0300,"Jaeger, Jeffrey"
20790,Drug/Narcotics Violation,201700029530,100,ELLIOTT AVE,CPD,2017/08/29 06:29:00+00,0229,"Martin, Thomas"
20791,Found/Recovered Property,201700029519,200,E WATER ST,CPD,2017/08/29 02:51:00+00,2251,"Harvey, Bradley"
20792,Suspicious Activity,201700029490,900,ROCK CREEK RD,CPD,2017/08/29 00:30:00+00,2030,"Houchens, Logan"
20793,Hit and Run,201700029459,300,13TH ST NW,CPD,2017/08/29 00:05:00+00,2005,"Waddy, Tremayne"
20794,Juvenile Investigation,201700029481,1200,RIVER RD,CPD,2017/08/28 23:40:00+00,1940,"Raines, Christopher"
20795,Lost/FoundProperty,201700029497,200,W MAIN ST,CPD,2017/08/28 23:26:00+00,1926,"Chan, William"
20796,Towed Vehicle,201700029509,1300,JOHN ST,CPD,2017/08/28 21:00:00+00,1700,"Waddy, Tremayne"
20797,Missing Person-juvenile,201700029468,1400,HAMPTON ST,CPD,2017/08/28 19:02:00+00,1502,"Johnston, Ernest"
20798,Missing Person-juvenile,201700029471,1400,HAMPTON ST,CPD,2017/08/28 18:52:00+00,1452,"Johnston, Ernest"
20799,Found/Recovered Property,201700029465,800,5TH ST SW,CPD,2017/08/28 17:45:00+00,1345,"Duncan, Timothy"
20800,Towed Vehicle,201700029461,900,RIVES ST,CPD,2017/08/28 17:25:00+00,1325,"Sipe, Larry"
20801,Towed Vehicle,201700029462,900,RIVES ST,CPD,2017/08/28 17:23:00+00,1323,"Sipe, Larry"
20802,Towed Vehicle,201700029458,100,GARRETT ST,CPD,2017/08/28 17:05:00+00,1305,"Baber, Christian"
20803,Animal Complaint,201700029451,,6TH ST SE,CPD,2017/08/28 16:52:00+00,1252,"Breeden, Casey"
20804,Vandalism,201700029446,1100,EMMET ST N,CPD,2017/08/28 16:29:00+00,1229,"Sorokti, Craig"
20805,Burglary,201700029442,200,E MAIN ST,CPD,2017/08/28 14:40:00+00,1040,"Woodzell, Logan"
20806,Towed Vehicle,201700029445,600,UNIVERSITY WAY,CPD,2017/08/28 14:20:00+00,1020,"Sipe, Larry"
20807,Larceny - From Motor Vehicle,201700029437,300,11TH ST NW,CPD,2017/08/28 12:15:00+00,0815,"Pittman, Terry"
20808,Vandalism,201700029431,800,VALLEY VIEW CIR,CPD,2017/08/28 12:11:00+00,0811,"Curtis, David"
20809,Suspicious Activity,201700029424,1200,WERTLAND ST,CPD,2017/08/28 07:36:00+00,0336,"Martin, Thomas"
20810,Kidnap/Abduction,201700029411,1600,"EMMET ST, 133",CPD,2017/08/28 06:45:00+00,0245,"Blank, Alexander"
20811,Vandalism,201700029385,2500,WOODLAND DR,CPD,2017/08/27 23:21:00+00,1921,"Houchens, Logan"
20812,Assist Citizen - Mental/TDO/ECO,201700029381,700,E HIGH ST,CPD,2017/08/27 22:55:00+00,1855,"Raines, Christopher"
20813,Drug/Narcotics Violation,201700029382,2300,TARLETON DR,CPD,2017/08/27 22:30:00+00,1830,"Davis, Charles"
20814,Towed Vehicle,201700029389,200,CLEVELAND AVE,CPD,2017/08/27 21:52:00+00,1752,"Houchens, Logan"
20815,Disorderly Conduct,201700029372,700,PROSPECT AVE,CPD,2017/08/27 20:33:00+00,1633,"Houchens, Logan"
20816,Towed Vehicle,201700029377,300,E MARKET ST,CPD,2017/08/27 19:20:00+00,1520,"Raines, Christopher"
20817,Lost/FoundProperty,201700029375,600,E WATER ST,CPD,2017/08/27 19:18:00+00,1518,"Colon, Luis"
20818,Burglary,201700029366,400,14TH ST NW,CPD,2017/08/27 17:37:00+00,1337,"Sorokti, Craig"
20819,Burglary,201700029343,400,"14TH ST NW, B",CPD,2017/08/27 12:27:00+00,0827,"Jaeger, Jeffrey"
20820,Hit and Run,201700029368,1500,UNIVERSITY AVE,CPD,2017/08/27 11:00:00+00,0700,"Jaeger, Jeffrey"
20821,Assault Simple,201700029300,100,"HAMMOND ST, B",CPD,2017/08/27 10:40:00+00,0640,"Sprouse, David"
20822,Vandalism,201700029345,100,E MARKET ST,CPD,2017/08/27 10:21:00+00,0621,"Adams, Jonathan"
20823,Found/Recovered Property,201700029279,600,E MARKET ST,CPD,2017/08/27 08:43:00+00,0443,"Curtis, David"
20824,Runaway,201700029328,1400,HAMPTON ST,CPD,2017/08/27 05:58:00+00,0158,"Fortune, Clifford"
20825,Drug/Narcotics Violation,201700029296,500,E MARKET ST,CPD,2017/08/27 03:00:00+00,2300,"Thomas, Eric"
20826,Assault Simple,201700029278,600,MASON ST,CPD,2017/08/27 00:00:00+00,2000,"Harvey, Bradley"
20827,Assist Citizen - Mental/TDO/ECO,201700029263,1400,PEN PARK RD,CPD,2017/08/27 00:00:00+00,2000,"Burnett, James"
20828,Hit and Run,201700029274,100,MADISON LN,CPD,2017/08/26 23:55:00+00,1955,"Waddy, Tremayne"
20829,Found/Recovered Property,201700029277,600,E MARKET ST,CPD,2017/08/26 23:05:00+00,1905,"Gibson, Lee"
20830,Larceny - All Other,201700029267,1800,MONTICELLO RD,CPD,2017/08/26 22:48:00+00,1848,"Wu, Tsun"
20831,Drug/Narcotics Violation,201700029256,700,PROSPECT AVE,CPD,2017/08/26 20:40:00+00,1640,"Collier, Otis"
20832,Assist Citizen - Mental/TDO/ECO,201700029232,2200,"ANGUS RD, 3",CPD,2017/08/26 18:46:00+00,1446,"Newton, Arla"
20833,Larceny - All Other,201700029238,2000,"JEFFERSON PARK AVE, 8",CPD,2017/08/26 18:19:00+00,1419,"Newton, Arla"
20834,Found/Recovered Property,201700029236,200,W MAIN ST,CPD,2017/08/26 16:55:00+00,1255,"Bowlin, Jacob"
20835,Vandalism,201700029219,100,E MARKET ST,CPD,2017/08/26 13:40:00+00,0940,"Hiner, Kim"
20836,Larceny - Theft from Building,201700029195,2000,"HOLIDAY DR, 228",CPD,2017/08/26 08:15:00+00,0415,"Stein, Nathan"
20837,Assault Aggravated,201700029212,1400,SUNRISE PARK LN,CPD,2017/08/26 08:08:00+00,0408,"Fortune, Clifford"
20838,Assault Simple,201700029183,2000,"HOLIDAY DR, 228",CPD,2017/08/26 07:30:00+00,0330,"Stein, Nathan"
20839,Hit and Run,201700029136,200,RIDGE MCINTIRE RD,CPD,2017/08/26 04:56:00+00,0056,"Wagner, Christopher "
20840,Assault Simple,201700029155,1200,EMMET ST N,CPD,2017/08/26 04:08:00+00,0008,"Burchardt, Rudy"
20841,Assault Simple,201700029177,200,E MARKET ST,CPD,2017/08/26 03:48:00+00,2348,"Elias, Peter"
20842,Assault Simple,201700029172,1200,"SMITH CT, J",CPD,2017/08/26 03:31:00+00,2331,"Freivald, Jon"
20843,Larceny - Shoplifitng,201700029143,500,W MAIN ST,CPD,2017/08/26 01:36:00+00,2136,"Gower, Charles"
20844,Towed Vehicle,201700029133,,HARRIS RD,CPD,2017/08/25 22:24:00+00,1824,"Colon, Luis"
20845,Vandalism,201700028961,1100,PRESTON AVE,CPD,2017/08/25 21:00:00+00,1700,"Marshall, Shawn"
20846,Assault Intimidation,201700029095,400,"GARRETT ST, G",CPD,2017/08/25 19:30:00+00,1530,"Woodzell, Logan"
20847,Larceny - Shoplifitng,201700029096,600,PRESTON AVE,CPD,2017/08/25 17:45:00+00,1345,"Newton, Arla"
20848,Lost/FoundProperty,201700029090,200,RIDGE MCINTIRE RD,CPD,2017/08/25 16:30:00+00,1230,"Woodzell, Logan"
20849,Vandalism,201700029071,100,E MARKET ST,CPD,2017/08/25 13:42:00+00,0942,"Johnston, Ernest"
20850,Towed Vehicle,201700029072,1000,TUFTON AVE,CPD,2017/08/25 13:25:00+00,0925,"Sipe, Larry"
20851,Towed Vehicle,201700029067,1000,5TH ST SW,CPD,2017/08/25 09:30:00+00,0530,"Handy, Russell"
20852,Assist Citizen - Mental/TDO/ECO,201700029047,200,14TH ST NW,CPD,2017/08/25 07:24:00+00,0324,"Sanchez, Jose"
20853,Assist Citizen - Welfare Check,201700029020,1000,"WEST MAIN ST, 533",CPD,2017/08/25 02:53:00+00,2253,"Gibson, Lee"
20854,Stalking,201700029001,600,E MARKET ST,CPD,2017/08/25 02:50:00+00,2250,"Raines, Christopher"
20855,Runaway,201700029014,500,PARK ST,CPD,2017/08/25 01:35:00+00,2135,"Raines, Christopher"
20856,Runaway,201700029004,1400,HAMPTON ST,CPD,2017/08/25 00:38:00+00,2038,"Wu, Tsun"
20857,Drug/Narcotics Violation,201700028969,100,E MARKET ST,CPD,2017/08/25 00:00:00+00,2000,"Wagner, Christopher "
20858,Towed Vehicle,201700028985,900,MCINTIRE RD,CPD,2017/08/24 23:00:00+00,1900,"Elias, Peter"
20859,Vandalism,201700028964,400,SPRING ST,CPD,2017/08/24 22:00:00+00,1800,"Ketchum, Eric"
20860,Assault Simple,201700028948,1100,EMMET ST N,CPD,2017/08/24 21:00:00+00,1700,"Marshall, Shawn"
20861,Assault Simple,201700028952,600,E MAIN ST,CPD,2017/08/24 19:19:00+00,1519,"Best, Paul"
20862,Animal Complaint,201700028947,1300,LITTLE HIGH ST,CPD,2017/08/24 17:00:00+00,1300,"Breeden, Casey"
20863,Assault Intimidation,201700028938,200,E MAIN ST,CPD,2017/08/24 14:45:00+00,1045,"Barredo, Michael"
20864,Larceny - From Motor Vehicle,201700028935,100,E JEFFERSON ST,CPD,2017/08/24 14:17:00+00,1017,"Johnston, Ernest"
20865,Larceny - All Other,201700028933,500,CLEVELAND AVE,CPD,2017/08/24 12:20:00+00,0820,"Burnett, James"
20866,Assault Simple,201700028921,500,"1ST ST S, 510",CPD,2017/08/24 05:27:00+00,0127,"Blackwell, Ryan"
20867,Assault Aggravated,201700028885,500,RIVES ST,CPD,2017/08/24 02:38:00+00,2238,"Wu, Tsun"
20868,Vandalism,201700028869,100,E MARKET ST,CPD,2017/08/24 02:37:00+00,2237,"Wagner, Christopher "
20869,Larceny - All Other,201700028896,1600,"MERIDIAN ST, B",CPD,2017/08/24 02:08:00+00,2208,"Wagner, Christopher "
20870,Sex Offense-forcible fondling,201700028891,500,RIVES ST,CPD,2017/08/24 02:01:00+00,2201,"Wu, Tsun"
20871,Towed Vehicle,201700028902,1800,MELBOURNE RD,CPD,2017/08/24 01:47:00+00,2147,"Chan, William"
20872,Larceny - All Other,201700028886,2200,"N BERKSHIRE RD, 11",CPD,2017/08/24 01:45:00+00,2145,"Wu, Tsun"
20873,Burglary,201700028898,300,7TH ST SW,CPD,2017/08/24 01:16:00+00,2116,"Gower, Charles"
20874,Larceny - Theft from Building,201700028874,500,2ND ST SE,CPD,2017/08/24 00:58:00+00,2058,"Wu, Tsun"
20875,Burglary,201700028867,200,RIVERSIDE AVE,CPD,2017/08/23 23:30:00+00,1930,"Childers, Lynn"
20876,Vandalism,201700028884,100,4TH ST NE,CPD,2017/08/23 22:45:00+00,1845,"Wagner, Christopher "
20877,Assist Citizen - Mental/TDO/ECO,201700028853,300,W MAIN ST,CPD,2017/08/23 21:30:00+00,1730,"Hulme, Brett"
20878,Misc - Criminal Call,201700028839,500,CHERRY AVE,CPD,2017/08/23 21:00:00+00,1700,"Hulme, Brett"
20879,Vandalism,201700028900,300,12TH ST NE,CPD,2017/08/23 20:00:00+00,1600,"Childers, Lynn"
20880,Larceny - From Motor Vehicle,201700028851,1000,MONTICELLO RD,CPD,2017/08/23 19:36:00+00,1536,"Trammell, Ryan"
20881,Fraud-impersonation,201700028844,900,"1ST ST S, C",CPD,2017/08/23 17:30:00+00,1330,"Woodzell, Logan"
20882,Larceny - Theft from Building,201700028842,300,W MAIN ST,CPD,2017/08/23 17:00:00+00,1300,"Woodzell, Logan"
20883,Larceny - All Other,201700028840,400,OAK ST,CPD,2017/08/23 16:40:00+00,1240,"Breeden, Casey"
20884,Larceny - All Other,201700028838,100,4TH ST NE,CPD,2017/08/23 16:28:00+00,1228,"Breeden, Casey"
20885,Death Investigation - DOA,201700028832,1000,MARTIN ST,CPD,2017/08/23 15:24:00+00,1124,"Duncan, Timothy"
20886,Bomb Threat,201700028817,600,E MARKET ST,CPD,2017/08/23 14:15:00+00,1015,"Woodzell, Logan"
20887,Larceny - From Motor Vehicle,201700028809,100,CARLTON RD,CPD,2017/08/23 12:49:00+00,0849,"Martin, Thomas"
20888,Towed Vehicle,201700028811,400,14TH ST NW,CPD,2017/08/23 11:28:00+00,0728,"Sipe, Larry"
20889,Trespass,201700028687,100,RIDGE ST,CPD,2017/08/23 06:26:00+00,0226,"Byrd, Timothy"
20890,Hit and Run,201700028794,100,CHANCELLOR ST,CPD,2017/08/23 05:30:00+00,0130,"Sanchez, Jose"
20891,Suspicious Activity,201700028843,1300,CARLTON AVE,CPD,2017/08/23 05:18:00+00,0118,"Breeden, Casey"
20892,Suspicious Activity,201700028779,200,E MARKET ST,CPD,2017/08/23 03:54:00+00,2354,"Wagner, Christopher "
20893,Assault Intimidation,201700028773,1600,GREEN ST,CPD,2017/08/23 02:21:00+00,2221,"Chan, William"
20894,Missing Person-adult,201700028767,1200,CARLTON AVE,CPD,2017/08/23 00:40:00+00,2040,"Chan, William"
20895,Found/Recovered Property,201700028768,600,E MARKET ST,CPD,2017/08/22 23:54:00+00,1954,"Stayments, Ronald "
20896,Drug/Narcotics Violation,201700028739,1400,"VINE ST, B1",CPD,2017/08/22 22:50:00+00,1850,"Roberts, David"
20897,Disorderly Conduct,201700028752,100,LODGE CREEK CIR,CPD,2017/08/22 22:30:00+00,1830,"Houchens, Logan"
20898,Misc - Criminal Call,201700028745,300,W MAIN ST,CPD,2017/08/22 21:30:00+00,1730,"Colon, Luis"
20899,Vandalism,201700028744,500,16TH ST NW,CPD,2017/08/22 19:03:00+00,1503,"Waddy, Tremayne"
20900,Larceny - All Other,201700028740,1100,WERTLAND ST,CPD,2017/08/22 18:00:00+00,1400,"Downey, Jessica"
20901,Towed Vehicle,201700028737,1200,JOHN ST,CPD,2017/08/22 17:51:00+00,1351,"Sipe, Larry"
20902,Fraud-credit card,201700028738,400,"1ST ST N, 1B",CPD,2017/08/22 17:50:00+00,1350,"Breeden, Casey"
20903,Assault Intimidation,201700028733,100,E JEFFERSON ST,CPD,2017/08/22 17:09:00+00,1309,"Duncan, Timothy"
20904,Larceny - From Motor Vehicle,201700028720,1400,PEN PARK RD,CPD,2017/08/22 15:50:00+00,1150,"Breeden, Casey"
20905,Larceny - From Motor Vehicle,201700028723,700,LEXINGTON AVE,CPD,2017/08/22 15:37:00+00,1137,"Gore, Michael"
20906,Towed Vehicle,201700028717,500,17TH ST NW,CPD,2017/08/22 15:02:00+00,1102,"Sipe, Larry"
20907,Towed Vehicle,201700028718,1700,GORDON AVE,CPD,2017/08/22 15:02:00+00,1102,"Sipe, Larry"
20908,Towed Vehicle,201700028710,1700,GRADY AVE,CPD,2017/08/22 14:10:00+00,1010,"Sipe, Larry"
20909,Larceny - All Other,201700028708,900,EMMET ST N,CPD,2017/08/22 13:22:00+00,0922,"Downey, Jessica"
20910,Suspicious Activity,201700028719,100,E MAIN ST,CPD,2017/08/22 12:30:00+00,0830,"Brake, Marc"
20911,Sex Offense - Forcible Sodomy,201700028692,1600,EMMET ST N,CPD,2017/08/22 08:42:00+00,0442,"Sorokti, Craig"
20912,Lost/FoundProperty,201700028695,600,E MAIN ST,CPD,2017/08/22 07:50:00+00,0350,"Sprouse, David"
20913,Disorderly Conduct,201700028664,600,E MAIN ST,CPD,2017/08/22 05:40:00+00,0140,"Sprouse, David"
20914,Drug/Narcotics Violation,201700028672,900,HEMLOCK LN,CPD,2017/08/22 05:30:00+00,0130,"Blank, Alexander"
20915,Vandalism,201700028685,1000,ALTAVISTA AVE,CPD,2017/08/22 05:26:00+00,0126,"Sanchez, Jose"
20916,Found/Recovered Property,201700028662,500,E WATER ST,CPD,2017/08/22 04:15:00+00,0015,"Raines, Christopher"
20917,Towed Vehicle,201700028675,1200,RUGBY AVE,CPD,2017/08/22 03:30:00+00,2330,"Martin, Thomas"
20918,Suspicious Activity,201700028674,100,OLD PRESTON AVE,CPD,2017/08/21 23:00:00+00,1900,"Stayments, Ronald "
20919,Found/Recovered Property,201700028643,400,2ND ST NE,CPD,2017/08/21 22:35:00+00,1835,"Raines, Christopher"
20920,Assist Citizen - Mental/TDO/ECO,201700028649,1100,ROSE HILL DR,CPD,2017/08/21 22:30:00+00,1830,"Colon, Luis"
20921,Hit and Run,201700028645,800,E HIGH ST,CPD,2017/08/21 21:53:00+00,1753,"Chan, William"
20922,Drug/Narcotics Violation,201700028651,700,HARRIS ST,CPD,2017/08/21 21:30:00+00,1730,"Davis, Charles"
20923,Larceny - From Motor Vehicle,201700028638,1600,MONTICELLO AVE,CPD,2017/08/21 20:07:00+00,1607,"Chan, William"
20924,Suspicious Activity,201700028631,200,"SHAMROCK RD, A",CPD,2017/08/21 20:00:00+00,1600,"Hulme, Brett"
20925,Assault Simple,201700028622,1600,"6TH ST SE, 23",CPD,2017/08/21 18:04:00+00,1404,"Johnston, Ernest"
20926,Towed Vehicle,201700028615,600,UNIVERSITY WAY,CPD,2017/08/21 15:06:00+00,1106,"Sipe, Larry"
20927,Towed Vehicle,201700028616,600,UNIVERSITY WAY,CPD,2017/08/21 15:06:00+00,1106,"Sipe, Larry"
20928,Towed Vehicle,201700028614,600,UNIVERSITY WAY,CPD,2017/08/21 15:06:00+00,1106,"Sipe, Larry"
20929,Towed Vehicle,201700028608,1900,JEFFERSON PARK AVE,CPD,2017/08/21 14:19:00+00,1019,"Adldoost, Mohamad"
20930,Towed Vehicle,201700028605,1800,UNIVERSITY CIR,CPD,2017/08/21 14:13:00+00,1013,"Sipe, Larry"
20931,Littering/Illegal Dumping,201700028601,200,10TH ST NW,CPD,2017/08/21 13:47:00+00,0947,"Zhang, Kai"
20932,Larceny - From Motor Vehicle,201700028597,500,"MCINTIRE RD, 18",CPD,2017/08/21 13:13:00+00,0913,"Sorokti, Craig"
20933,Larceny - Of Veh Parts/Access,201700028586,2300,JEFFERSON PARK AVE,CPD,2017/08/21 11:16:00+00,0716,"Martin, Thomas"
20934,Towed Vehicle,201700028588,500,BRANDON AVE,CPD,2017/08/21 10:55:00+00,0655,"Jaeger, Jeffrey"
20935,Towed Vehicle,201700028590,500,BRANDON AVE,CPD,2017/08/21 10:55:00+00,0655,"Jaeger, Jeffrey"
20936,Assist Citizen - Mental/TDO/ECO,201700028585,300,"13TH ST NW, 7",CPD,2017/08/21 10:24:00+00,0624,"Curtis, David"
20937,Assist Citizen - Mental/TDO/ECO,201700028577,2300,"PRICE AVENUE, A",CPD,2017/08/21 07:45:00+00,0345,"Jaeger, Jeffrey"
20938,Vandalism,201700028628,200,W WATER ST,CPD,2017/08/21 05:51:00+00,0151,"Downey, Jessica"
20939,Towed Vehicle,201700028556,100,4TH ST NE,CPD,2017/08/21 03:00:00+00,2300,"Martin, Thomas"
20940,Assault Simple,201700028553,400,GARRETT ST,CPD,2017/08/21 02:47:00+00,2247,"Chan, William"
20941,Larceny - Theft from Building,201700028534,300,"15TH ST NW, 1044",CPD,2017/08/20 22:12:00+00,1812,"Waddy, Tremayne"
20942,Death Investigation - DOA,201700028518,800,ROCKLAND AVE,CPD,2017/08/20 21:35:00+00,1735,"Trammell, Ryan"
20943,Larceny - All Other,201700028517,300,14TH ST NW,CPD,2017/08/20 17:49:00+00,1349,"Pittman, Terry"
20944,Towed Vehicle,201700028506,200,WATER ST,CPD,2017/08/20 16:25:00+00,1225,"Hiner, Kim"
20945,Suspicious Activity,201700028489,1100,WERTLAND ST,CPD,2017/08/20 15:15:00+00,1115,"Hiner, Kim"
20946,Larceny - All Other,201700028496,1200,WERTLAND ST,CPD,2017/08/20 13:45:00+00,0945,"Bowlin, Jacob"
20947,Suspicious Activity,201700028491,300,PARK ST,CPD,2017/08/20 13:00:00+00,0900,"Duncan, Timothy"
20948,Hit and Run,201700028484,300,MEADE AVE,CPD,2017/08/20 09:45:00+00,0545,"Jaeger, Jeffrey"
20949,Assault Intimidation,201700028472,1900,"SWANSON DR, 3",CPD,2017/08/20 09:24:00+00,0524,"Curtis, David"
20950,Family Offense - Non-Violent,201700028454,100,"W MAIN ST, 102",CPD,2017/08/20 08:34:00+00,0434,"Arreguin, Arron"
20951,Assault Aggravated,201700028412,1400,"SHORT 18TH ST, A",CPD,2017/08/20 06:45:00+00,0245,"Raines, Christopher"
20952,Towed Vehicle,201700028448,1100,PRESTON AVE,CPD,2017/08/20 04:48:00+00,0048,"Curtis, David"
20953,Assault Simple,201700028411,700,PROSPECT AVE,CPD,2017/08/20 00:00:00+00,2000,"Babij, Joshua"
20954,Towed Vehicle,201700028430,100,UNIVERSITY CIR,CPD,2017/08/20 00:00:00+00,2000,"Maisano, Andrew"
20955,Vandalism,201700028403,1400,VINE ST,CPD,2017/08/19 20:00:00+00,1600,"Cundiff, Ross"
20956,Suspicious Activity,201700028387,900,ALTAVISTA AVE,CPD,2017/08/19 19:30:00+00,1530,"Trammell, Ryan"
20957,Larceny - All Other,201700028391,3000,CITY WALK WAY,CPD,2017/08/19 16:25:00+00,1225,"Bowlin, Jacob"
20958,Vandalism,201700028381,1400,"SHORT 18TH ST, A",CPD,2017/08/19 16:00:00+00,1200,"Bowlin, Jacob"
