RecordID_Int,ParcelNumber,Description,CardNumber,cvgiscityvw_OpenData_Parcels_AdditionsArea,StreetName,StreetNumber,Unit
51418,560085D00,Second Floor,,637,MIDLAND ST,1409,
51419,560085D00,Open Porch,,195,MIDLAND ST,1409,
51420,560085E00,First Floor,,641,MIDLAND ST,1411,
51421,560085E00,Second Floor,,641,MIDLAND ST,1411,
51422,560085E00,Open Porch,,179,MIDLAND ST,1411,
51423,560085F00,First Floor,,637,MIDLAND ST,1413,
51424,560085F00,Second Floor,,567,MIDLAND ST,1413,
51425,560085F00,Open Porch,,195,MIDLAND ST,1413,
51426,560085G00,First Floor,,637,SUNRISE PARK LN,1412,
51427,560085G00,Second Floor,,637,SUNRISE PARK LN,1412,
51428,560085G00,Open Porch,,203,SUNRISE PARK LN,1412,
51429,560085H00,First Floor,,646,SUNRISE PARK LN,1414,
51430,560085H00,Second Floor,,670,SUNRISE PARK LN,1414,
51431,560085H00,Open Porch,,114,SUNRISE PARK LN,1414,
51432,560085I00,First Floor,,664,SUNRISE PARK LN,1418,
51433,560085I00,Second Floor,,594,SUNRISE PARK LN,1418,
51434,560085I00,Open Porch,,200,SUNRISE PARK LN,1418,
51435,560085J00,First Floor,,641,SUNRISE PARK LN,1420,
51436,560085J00,Second Floor,,665,SUNRISE PARK LN,1420,
51437,560085J00,Open Porch,,114,SUNRISE PARK LN,1420,
51438,560085K00,First Floor,,594,MIDLAND ST,1419,
51439,560085K00,Second Floor,,594,MIDLAND ST,1419,
51440,560085K00,Attached Shed,,30,MIDLAND ST,1419,
51441,560085K00,Concrete Patio,,80,MIDLAND ST,1419,
51442,560085K00,Open Porch,,30,MIDLAND ST,1419,
51443,560085L00,First Floor,,594,MIDLAND ST,1421,
51444,560085L00,Second Floor,,594,MIDLAND ST,1421,
51445,560085L00,Attached Shed,,30,MIDLAND ST,1421,
51446,560085L00,Concrete Patio,,80,MIDLAND ST,1421,
51447,560085L00,Open Porch,,30,MIDLAND ST,1421,
51448,560085M00,First Floor,,594,MIDLAND ST,1423,
51449,560085M00,Second Floor,,594,MIDLAND ST,1423,
51450,560085M00,Attached Shed,,30,MIDLAND ST,1423,
51451,560085M00,Concrete Patio,,80,MIDLAND ST,1423,
51452,560085M00,Open Porch,,30,MIDLAND ST,1423,
51453,560085N00,First Floor,,594,MIDLAND ST,1425,
51454,560085N00,Second Floor,,594,MIDLAND ST,1425,
51455,560085N00,Attached Shed,,30,MIDLAND ST,1425,
51456,560085N00,Concrete Patio,,80,MIDLAND ST,1425,
51457,560085N00,Open Porch,,30,MIDLAND ST,1425,
51458,560085O00,First Floor,,594,MIDLAND ST,1427,
51459,560085O00,Second Floor,,594,MIDLAND ST,1427,
51460,560085O00,Attached Shed,,30,MIDLAND ST,1427,
51461,560085O00,Concrete Patio,,80,MIDLAND ST,1427,
51462,560085O00,Open Porch,,30,MIDLAND ST,1427,
51463,560085P00,First Floor,,594,MIDLAND ST,1429,
51464,560085P00,Second Floor,,594,MIDLAND ST,1429,
51465,560085P00,Concrete Patio,,80,MIDLAND ST,1429,
51466,560085P00,Open Porch,,30,MIDLAND ST,1429,
51467,560085P00,Storage,,30,MIDLAND ST,1429,
51468,560085Q00,First Floor,,715,MIDLAND ST,1431,
51469,560085Q00,Second Floor,,715,MIDLAND ST,1431,
51470,560085Q00,Open Porch,,125,MIDLAND ST,1431,
51471,560085Q00,Screened Porch,,104,MIDLAND ST,1431,
51472,560085R00,First Floor,,640,MIDLAND ST,1433,
51473,560085R00,Second Floor,,640,MIDLAND ST,1433,
51474,560085R00,Open Porch,,232,MIDLAND ST,1433,
51475,560085S00,First Floor,,641,NASSAU ST,515,
51476,560085S00,Second Floor,,641,NASSAU ST,515,
51477,560085S00,Open Porch,,179,NASSAU ST,515,
51478,560085T00,First Floor,,637,NASSAU ST,513,
51479,560085T00,Second Floor,,637,NASSAU ST,513,
51480,560085T00,Open Porch,,195,NASSAU ST,513,
51481,560085U00,First Floor,,641,NASSAU ST,511,
51482,560085U00,Second Floor,,665,NASSAU ST,511,
51483,560085U00,Open Porch,,114,NASSAU ST,511,
51484,560085V00,First Floor,,637,NASSAU ST,509,
51485,560085V00,Second Floor,,637,NASSAU ST,509,
51486,560085V00,Open Porch,,195,NASSAU ST,509,
51487,560086000,First Floor,,1360,CARLTON AVE,1102,
51488,560086000,Second Floor,,1315,CARLTON AVE,1102,
51489,560086A00,First Floor,,672,SUNRISE PARK LN,1404,
51490,560086A00,Second Floor,,637,SUNRISE PARK LN,1404,
51491,560086A00,Open Porch,,203,SUNRISE PARK LN,1404,
51492,560086B00,First Floor,,665,SUNRISE PARK LN,1406,
51493,560086B00,Second Floor,,641,SUNRISE PARK LN,1406,
51494,560086B00,Open Porch,,119,SUNRISE PARK LN,1406,
51495,560086C00,First Floor,,711,RIVES ST,506,
51496,560086C00,Second Floor,,711,RIVES ST,506,
51497,560086C00,Open Porch,,49,RIVES ST,506,
51498,560086D00,First Floor,,785,RIVES ST,508,
51499,560086D00,Second Floor,,785,RIVES ST,508,
51500,560086D00,Open Porch,,89,RIVES ST,508,
51501,560086E00,First Floor,,594,RIVES ST,510,
51502,560086E00,Second Floor,,594,RIVES ST,510,
51503,560086E00,Attached Shed,,30,RIVES ST,510,
51504,560086E00,Open Porch,,30,RIVES ST,510,
51505,560086E00,Trex Deck,,80,RIVES ST,510,
51506,560086F00,First Floor,,594,RIVES ST,512,
51507,560086F00,Second Floor,,594,RIVES ST,512,
51508,560086F00,Attached Shed,,30,RIVES ST,512,
51509,560086F00,Open Porch,,30,RIVES ST,512,
51510,560086F00,Trex Deck,,80,RIVES ST,512,
51511,560086G00,First Floor,,754,RIVES ST,514,
51512,560086G00,Second Floor,,754,RIVES ST,514,
51513,560086G00,Deck,,152,RIVES ST,514,
51514,560086G00,Open Porch,,46,RIVES ST,514,
51515,560086H00,First Floor,,754,RIVES ST,516,
51516,560086H00,Second Floor,,754,RIVES ST,516,
51517,560086H00,Deck,,168,RIVES ST,516,
51518,560086H00,Open Porch,,70,RIVES ST,516,
51519,560087000,First Floor,,912,NASSAU ST,500,
51520,560087000,Open Porch,,144,NASSAU ST,500,
51521,560088000,First Floor,,720,MIDLAND ST,1500,
51522,560088000,Second Floor,,592,MIDLAND ST,1500,
51523,560088000,Basement,,720,MIDLAND ST,1500,
51524,560088000,Deck,,108,MIDLAND ST,1500,
51525,560088000,Vaulted Ceiling,,128,MIDLAND ST,1500,
51526,560088200,First Floor,,720,MIDLAND ST,1502,
51527,560088200,Second Floor,,592,MIDLAND ST,1502,
51528,560088200,Basement,,720,MIDLAND ST,1502,
51529,560088200,Deck,,108,MIDLAND ST,1502,
51530,560088200,Vaulted Ceiling,,128,MIDLAND ST,1502,
51531,560088300,First Floor,,798,MIDLAND ST,1504,
51532,560088300,Second Floor,,654,MIDLAND ST,1504,
51533,560088300,Basement,,798,MIDLAND ST,1504,
51534,560088300,Deck,,114,MIDLAND ST,1504,
51535,560088300,Vaulted Ceiling,,144,MIDLAND ST,1504,
51536,560089100,First Floor,,666,VINE ST,1503,
51537,560089100,Basement,,528,VINE ST,1503,
51538,560089100,Canopy,,106,VINE ST,1503,
51539,560089100,Concrete Patio,,78,VINE ST,1503,
51540,560089100,Finished Attic,,528,VINE ST,1503,
51541,560089100,Screened Porch,,112,VINE ST,1503,
51542,560089100,Stoop,,28,VINE ST,1503,
51543,560090000,First Floor,,1091,VINE ST,1504,
51544,560090000,Basement,,1091,VINE ST,1504,
51545,560090000,Deck,,224,VINE ST,1504,
51546,560090000,Open Porch,,85,VINE ST,1504,
51547,560091000,First Floor,,800,VINE ST,1507,
51548,560091000,Basement,,640,VINE ST,1507,
51549,560091000,Open Porch,,70,VINE ST,1507,
51550,560093000,First Floor,,1296,NASSAU ST,702,
51551,560093000,Second Floor,,1296,NASSAU ST,702,
51552,560093000,Basement,,1296,NASSAU ST,702,
51553,560094000,First Floor,,874,NASSAU ST,708,
51554,560094000,Basement,,666,NASSAU ST,708,
51555,560094000,Open Porch,,112,NASSAU ST,708,
51556,560094200,First Floor,,912,NASSAU ST,706,
51557,560094200,Basement,,912,NASSAU ST,706,
51558,560094200,Deck,,160,NASSAU ST,706,
51559,560094200,Open Porch,,120,NASSAU ST,706,
51560,560095000,First Floor,,646,VINE ST,1511,
51561,560095000,Second Floor,,646,VINE ST,1511,
51562,560095000,Open W/Cover 2/Sty,,108,VINE ST,1511,
51563,560095100,First Floor,,646,VINE ST,1509,
51564,560095100,Second Floor,,646,VINE ST,1509,
51565,560095100,Open W/Cover 2/Sty,,108,VINE ST,1509,
51566,560096000,First Floor,,1032,MASON ST,605,
51567,560096000,Open Porch,,108,MASON ST,605,
51568,560096000,Stoop,,24,MASON ST,605,
51569,560097000,First Floor,,634,FRANKLIN ST,704,
51570,560097000,Second Floor,,634,FRANKLIN ST,704,
51571,560097000,Basement,,594,FRANKLIN ST,704,
51572,560097000,Deck,,60,FRANKLIN ST,704,
51573,560098000,First Floor,,720,MIDLAND ST,1506,
51574,560098000,Basement,,792,MIDLAND ST,1506,
51575,560098000,Deck,,356,MIDLAND ST,1506,
51576,560098000,Open Porch,,104,MIDLAND ST,1506,
51577,560099000,First Floor,,674,MASON ST,603,
51578,560099000,Deck,,169,MASON ST,603,
51579,560099000,Open Porch,,50,MASON ST,603,
51580,560099000,Storage,,50,MASON ST,603,
51581,560100000,First Floor,,784,FRANKLIN ST,702,
51582,560100000,Carport,,144,FRANKLIN ST,702,
51583,560100000,Screened Porch,,88,FRANKLIN ST,702,
51584,560101000,First Floor,,1368,FRANKLIN ST,706,
51585,560101000,Second Floor,,1250,FRANKLIN ST,706,
51586,560101000,B/I Garage,,1074,FRANKLIN ST,706,
51587,560101000,Open Porch,,120,FRANKLIN ST,706,
51588,560101A00,First Floor,,1839,FRANKLIN ST,708,
51589,560101A00,Carport,,609,FRANKLIN ST,708,
51590,560101A00,Deck,,370,FRANKLIN ST,708,
51591,560101A00,Open Porch,,128,FRANKLIN ST,708,
51592,560101B00,First Floor,,1224,MASON ST,600,
51593,560101B00,Second Floor,,1224,MASON ST,600,
51594,560101B00,Basement,,1224,MASON ST,600,
51595,560103000,First Floor,,852,FRANKLIN ST,718,
51596,560103000,Open Porch,,112,FRANKLIN ST,718,
51597,560105000,First Floor,,705,FRANKLIN ST,720,
51598,560105000,Second Floor,,801,FRANKLIN ST,720,
51599,560105000,Open Porch,,192,FRANKLIN ST,720,
51600,560105000,Frame Enclosed 1/Sty,,96,FRANKLIN ST,720,
51601,560106000,First Floor,,963,FRANKLIN ST,722,
51602,560106000,Open Porch,,60,FRANKLIN ST,722,
51603,560107000,First Floor,,896,E MARKET ST,1516,
51604,560107000,Second Floor,,896,E MARKET ST,1516,
51605,560107000,Open Porch,,200,E MARKET ST,1516,
51606,560108000,First Floor,,852,E MARKET ST,1600,
51607,560108000,Second Floor,,642,E MARKET ST,1600,
51608,560108000,Open Porch,,140,E MARKET ST,1600,
51609,560108000,Screened Porch,,162,E MARKET ST,1600,
51610,560109000,First Floor,,3184,E MARKET ST,1518,
51611,560109000,Basement,,3120,E MARKET ST,1518,
51612,560109000,Open Porch,,1248,E MARKET ST,1518,
51613,560109000,First Floor,,64,E MARKET ST,1518,
51614,560109000,Open Porch,,1248,E MARKET ST,1518,
51615,560109000,First Floor,,3120,E MARKET ST,1518,
51616,560109000,Basement,,3120,E MARKET ST,1518,
51617,560109000,First Floor,,3184,E MARKET ST,1518,
51618,560109000,Basement,,3120,E MARKET ST,1518,
51619,560109000,Open Porch,,1248,E MARKET ST,1518,
51620,560110000,First Floor,,717,E MARKET ST,1604,
51621,560110000,Second Floor,,717,E MARKET ST,1604,
51622,560110000,Open Porch,,186,E MARKET ST,1604,
51623,560111000,First Floor,,612,E MARKET ST,1602,
51624,560111000,Open Porch,,54,E MARKET ST,1602,
51625,560112000,First Floor,,958,E MARKET ST,1606,
51626,560112000,Second Floor,,818,E MARKET ST,1606,
51627,560112000,Open Porch,,179,E MARKET ST,1606,
51628,560113000,First Floor,,816,FRANKLIN ST,123,
51629,560113000,Second Floor,,816,FRANKLIN ST,123,
51630,560113000,Concrete Patio,,96,FRANKLIN ST,123,
51631,560113000,Open Porch,,130,FRANKLIN ST,123,
51632,560114000,First Floor,,969,E MARKET ST,1610,
51633,560114000,Second Floor,,801,E MARKET ST,1610,
51634,560114000,Basement,,801,E MARKET ST,1610,
51635,560114000,Concrete Patio,,318,E MARKET ST,1610,
51636,560114000,Deck,,126,E MARKET ST,1610,
51637,560114000,Open Porch,,264,E MARKET ST,1610,
51638,560114100,First Floor,,1633,E MARKET ST,1612,
51639,560114100,Second Floor,,1633,E MARKET ST,1612,
51640,560114100,Deck,,200,E MARKET ST,1612,
51641,560114100,Open Porch,,256,E MARKET ST,1612,
51642,560114100,Pergola,,90,E MARKET ST,1612,
51643,560114100,Screened Porch,,240,E MARKET ST,1612,
51644,560114300,First Floor,,1064,FRANKLIN ST,124,
51645,560114300,Second Floor,,1042,FRANKLIN ST,124,
51646,560114300,Basement,,778,FRANKLIN ST,124,
51647,560114300,Deck,,80,FRANKLIN ST,124,
51648,560114300,"Deck, Wood-Double Deck",,96,FRANKLIN ST,124,
51649,560114300,Open Porch,,146,FRANKLIN ST,124,
51650,560114400,First Floor,,792,FRANKLIN ST,128,
51651,560114400,Second Floor,,792,FRANKLIN ST,128,
51652,560114400,Basement,,792,FRANKLIN ST,128,
51653,560114400,Deck,,50,FRANKLIN ST,128,
51654,560114400,Open Porch,,176,FRANKLIN ST,128,
51655,560114500,First Floor,,1190,FRANKLIN ST,132,
51656,560114500,Second Floor,,1190,FRANKLIN ST,132,
51657,560114500,Basement,,1190,FRANKLIN ST,132,
51658,560114500,Deck,,168,FRANKLIN ST,132,
51659,560114500,Open Porch,,66,FRANKLIN ST,132,
51660,560115000,First Floor,,815,E MARKET ST,1614,
51661,560115000,Open Porch,,96,E MARKET ST,1614,
51662,560115000,Stoop,,20,E MARKET ST,1614,
51663,560115100,First Floor,,780,E MARKET ST,1616,
51664,560115100,Open Porch,,144,E MARKET ST,1616,
51665,560116000,First Floor,,1044,E MARKET ST,1618,
51666,560116000,Second Floor,,432,E MARKET ST,1618,
51667,560116000,Deck,,80,E MARKET ST,1618,
51668,560116000,Open Porch,,188,E MARKET ST,1618,
51669,560116000,Frame Enclosed 1/Sty,,144,E MARKET ST,1618,
51670,560116200,First Floor,,1227,E MARKET ST,1620,
51671,560116200,Second Floor,,904,E MARKET ST,1620,
51672,560116200,Basement,,904,E MARKET ST,1620,
51673,560116200,Deck,,685,E MARKET ST,1620,
51674,560116200,Open Porch,,10,E MARKET ST,1620,
51675,560117000,First Floor,,640,E MARKET ST,1622,
51676,560117000,Basement,,640,E MARKET ST,1622,
51677,560117000,Concrete Patio,,192,E MARKET ST,1622,
51678,560118000,First Floor,,1456,E MARKET ST,1624,
51679,560118000,Basement,,1456,E MARKET ST,1624,
51680,560118000,Deck,,152,E MARKET ST,1624,
51681,560119000,First Floor,,1080,E MARKET ST,1700,
51682,560119000,Open Porch,,132,E MARKET ST,1700,
51683,560119000,Unfinished Utility Area,,1040,E MARKET ST,1700,
51684,560119100,First Floor,,556,E MARKET ST,1704,
51685,560119100,Second Floor,,544,E MARKET ST,1704,
51686,560119100,Deck,,36,E MARKET ST,1704,
51687,560119100,Open Porch,,32,E MARKET ST,1704,
51688,560119100,Vaulted Ceiling,,544,E MARKET ST,1704,
51689,560119200,First Floor,,556,E MARKET ST,1706,
51690,560119200,Second Floor,,544,E MARKET ST,1706,
51691,560119200,Deck,,36,E MARKET ST,1706,
51692,560119200,Open Porch,,32,E MARKET ST,1706,
51693,560119200,Vaulted Ceiling,,544,E MARKET ST,1706,
51694,560119300,First Floor,,544,E MARKET ST,1708,
51695,560119300,Second Floor,,544,E MARKET ST,1708,
51696,560119300,Deck,,36,E MARKET ST,1708,
51697,560119300,Open Porch,,85,E MARKET ST,1708,
51698,560119300,Vaulted Ceiling,,544,E MARKET ST,1708,
51699,560119400,First Floor,,544,E MARKET ST,1710,
51700,560119400,Second Floor,,544,E MARKET ST,1710,
51701,560119400,Deck,,36,E MARKET ST,1710,
51702,560119400,Open Porch,,35,E MARKET ST,1710,
51703,560119400,Vaulted Ceiling,,544,E MARKET ST,1710,
51704,560119A00,First Floor,,1091,E MARKET ST,1702,
51705,560119A00,Second Floor,,569,E MARKET ST,1702,
51706,560119A00,Open Porch,,391,E MARKET ST,1702,
51707,560120000,First Floor,,624,E MARKET ST,1712,
51708,560120000,Second Floor,,624,E MARKET ST,1712,
51709,560120000,Open Porch,,200,E MARKET ST,1712,
51710,560121000,First Floor,,584,E MARKET ST,1718,
51711,560121000,Second Floor,,584,E MARKET ST,1718,
51712,560121000,Cellar,,260,E MARKET ST,1718,
51713,560121000,Deck,,224,E MARKET ST,1718,
51714,560121000,Open Porch,,108,E MARKET ST,1718,
51715,560123000,First Floor,,977,E MARKET ST,1810,
51716,560123000,Concrete Patio,,145,E MARKET ST,1810,
51717,560123000,Screened Porch,,126,E MARKET ST,1810,
51718,560123100,First Floor,,724,E MARKET ST,1808,
51719,560123100,Second Floor,,724,E MARKET ST,1808,
51720,560123100,Basement,,724,E MARKET ST,1808,
51721,560123100,Open Porch,,272,E MARKET ST,1808,
51722,560124000,First Floor,,1301,E MARKET ST,1812,
51723,560124000,Second Floor,,1106,E MARKET ST,1812,
51724,560124000,Basement,,617,E MARKET ST,1812,
51725,560124000,Canopy,,158,E MARKET ST,1812,
51726,560124000,Open Porch,,85,E MARKET ST,1812,
51727,560124000,Stoop,,26,E MARKET ST,1812,
51728,570001000,First Floor,,1650,DOUGLAS AVE,210,
51729,570001000,Second Floor,,1650,DOUGLAS AVE,210,
51730,570001000,Basement,,1090,DOUGLAS AVE,210,
51731,570001000,Canopy,,60,DOUGLAS AVE,210,
51732,570001000,Cathedral Ceiling,,210,DOUGLAS AVE,210,
51733,570001000,Finished Attic,,224,DOUGLAS AVE,210,
51734,570001000,Open Porch,,358,DOUGLAS AVE,210,
51735,570001000,Screened Porch,,210,DOUGLAS AVE,210,
51736,570001000,Stone Patio,,442,DOUGLAS AVE,210,
51737,570001000,Unfinished Attic,,432,DOUGLAS AVE,210,
51738,570002000,First Floor,,546,CHERRY ST,0,
51739,570004000,First Floor,,821,WALNUT ST,731,
51740,570004000,Canopy,,144,WALNUT ST,731,
51741,570004000,Concrete Patio,,234,WALNUT ST,731,
51742,570004000,Open Porch,,210,WALNUT ST,731,
51743,570004000,Frame Enclosed 1/Sty,,132,WALNUT ST,731,
51744,570006000,First Floor,,1053,WALNUT ST,730,
51745,570006000,Open Porch,,222,WALNUT ST,730,
51746,570007400,First Floor,,1440,WALNUT ST,0,
51747,570007400,Concrete Patio,,3630,WALNUT ST,0,
51748,570007900,First Floor,,900,WALNUT ST,732,
51749,570007900,Concrete Patio,,3306,WALNUT ST,732,
51750,570007900,First Floor,,768,WALNUT ST,732,
51751,570008000,First Floor,,909,SPRUCE ST,221,
51752,570008000,Open Porch,,162,SPRUCE ST,221,
51753,570008000,Screened Porch,,60,SPRUCE ST,221,
51754,570008000,Stoop,,12,SPRUCE ST,221,
51755,570009000,First Floor,,892,SPRUCE ST,301,
51756,570009000,Basement,,460,SPRUCE ST,301,
51757,570009000,Open Porch,,252,SPRUCE ST,301,
51758,570009100,First Floor,,816,SPRUCE ST,223,
51759,570009100,Basement,,816,SPRUCE ST,223,
51760,570009100,Open Porch,,16,SPRUCE ST,223,
51761,570009100,Stoop,,66,SPRUCE ST,223,
51762,570011000,First Floor,,885,SPRUCE ST,305,
51763,570011000,Basement,,885,SPRUCE ST,305,
51764,570011000,Deck,,255,SPRUCE ST,305,
51765,570011000,Finished Two-Thirds,,765,SPRUCE ST,305,
51766,570011000,Open Porch,,96,SPRUCE ST,305,
51767,570011000,Garage,,200,SPRUCE ST,305,
51768,570012000,First Floor,,962,SPRUCE ST,307,
51769,570012000,Basement,,962,SPRUCE ST,307,
51770,570012000,Concrete Patio,,172,SPRUCE ST,307,
51771,570012000,Stoop,,60,SPRUCE ST,307,
51772,570013000,First Floor,,1446,SPRUCE ST,309,
51773,570013000,Open Porch,,209,SPRUCE ST,309,
51774,570014000,First Floor,,850,SPRUCE ST,311,
51775,570014000,Basement,,754,SPRUCE ST,311,
51776,570014000,Deck,,49,SPRUCE ST,311,
51777,570014000,Open Porch,,66,SPRUCE ST,311,
51778,570015000,First Floor,,800,SPRUCE ST,313,
51779,570015000,Basement,,800,SPRUCE ST,313,
51780,570015000,Finished Half-Story,,800,SPRUCE ST,313,
51781,570015000,Open Porch,,119,SPRUCE ST,313,
51782,570016000,First Floor,,904,CARLTON AVE,1027,
51783,570016000,Second Floor,,896,CARLTON AVE,1027,
51784,570016000,Open Porch,,112,CARLTON AVE,1027,
51785,570016000,Frame Enclosed 1/Sty,,143,CARLTON AVE,1027,
51786,570017000,First Floor,,6136,CARLTON AVE,1023,
51787,570018000,First Floor,,3192,CARLTON AVE,1013,
51788,570019000,First Floor,,922,CARLTON AVE,1009,
51789,570019000,Canopy,,20,CARLTON AVE,1009,
51790,570019000,Finished Half-Story,,832,CARLTON AVE,1009,
51791,570019000,Open Porch,,130,CARLTON AVE,1009,
51792,570019000,Slab,,195,CARLTON AVE,1009,
51793,570019000,Stoop,,20,CARLTON AVE,1009,
51794,570019000,First Floor,,624,CARLTON AVE,1009,
51795,570019000,Slab,,20,CARLTON AVE,1009,
51796,570020000,First Floor,,-3960,CARLTON AVE,1005,
51797,570020000,First Floor,,504,CARLTON AVE,1005,
51798,570021000,First Floor,,810,CARLTON AVE,1003,
51799,570021000,Second Floor,,810,CARLTON AVE,1003,
51800,570021000,Basement,,810,CARLTON AVE,1003,
51801,570021000,Open Porch,,105,CARLTON AVE,1003,
51802,570021000,Frame Enclosed 1/Sty,,60,CARLTON AVE,1003,
51803,570021000,Stoop,,84,CARLTON AVE,1003,
51804,570022000,First Floor,,2159,MONTICELLO RD,904-906,
51805,570022000,First Floor,,960,MONTICELLO RD,904-906,
51806,570022000,Second Floor,,960,MONTICELLO RD,904-906,
51807,570024000,First Floor,,2407,MONTICELLO RD,914,
51808,570024000,Basement,,2407,MONTICELLO RD,914,
51809,570025000,First Floor,,1238,MONTICELLO RD,918,
51810,570025000,First Floor,,481,MONTICELLO RD,918,
51811,570025000,Second Floor,,481,MONTICELLO RD,918,
51812,570026000,First Floor,,713,CARLTON AVE,1016,
51813,570026000,Finished Half-Story,,696,CARLTON AVE,1016,
51814,570026000,Open Porch,,150,CARLTON AVE,1016,
51815,570026000,Frame Enclosed 1/Sty,,72,CARLTON AVE,1016,
51816,570026000,Stone Patio,,120,CARLTON AVE,1016,
51817,570027000,First Floor,,953,CARLTON AVE,1018,
51818,570027000,Open Porch,,231,CARLTON AVE,1018,
51819,570028000,First Floor,,477,CARLTON AVE,1022,
51820,570028000,Deck,,429,CARLTON AVE,1022,
51821,570029000,First Floor,,1008,CARLTON AVE,1026,
51822,570029000,Open Porch,,319,CARLTON AVE,1026,
51823,570030000,First Floor,,999,CARLTON AVE,1030,
51824,570030000,Basement,,999,CARLTON AVE,1030,
51825,570030000,Concrete Patio,,240,CARLTON AVE,1030,
51826,570030000,Frame Enclosed 1/Sty,,99,CARLTON AVE,1030,
51827,570030000,Stoop,,72,CARLTON AVE,1030,
51828,570031000,First Floor,,768,CARLTON AVE,1032,
51829,570031000,Deck,,160,CARLTON AVE,1032,
51830,570031000,Frame Enclosed 1/Sty,,50,CARLTON AVE,1032,
51831,570031000,Unfinished Attic,,768,CARLTON AVE,1032,
51832,570032000,First Floor,,968,CARLTON AVE,1034,
51833,570032000,Concrete Patio,,336,CARLTON AVE,1034,
51834,570032000,Open Porch,,128,CARLTON AVE,1034,
51835,570033000,First Floor,,1104,BAINBRIDGE ST,511,
51836,570033000,Canopy,,20,BAINBRIDGE ST,511,
51837,570033000,Deck,,180,BAINBRIDGE ST,511,
51838,570033000,Stoop,,20,BAINBRIDGE ST,511,
51839,570035000,First Floor,,6014,BAINBRIDGE ST,507,
51840,570035000,First Floor,,520,BAINBRIDGE ST,507,
51841,570035000,Second Floor,,520,BAINBRIDGE ST,507,
51842,570036000,First Floor,,5025,MONTICELLO RD,1000,
51843,570036000,Second Floor,,5025,MONTICELLO RD,1000,
51844,570036000,Basement,,5025,MONTICELLO RD,1000,
51845,570036000,First Floor,,750,MONTICELLO RD,1000,
51846,570036000,Basement,,750,MONTICELLO RD,1000,
51847,570037000,First Floor,,728,MONTICELLO RD,927,
51848,570037000,Basement,,728,MONTICELLO RD,927,
51849,570037000,Finished Half-Story,,728,MONTICELLO RD,927,
51850,570037000,Open Porch,,155,MONTICELLO RD,927,
51851,570038000,First Floor,,1100,MONTICELLO RD,925,
51852,570038000,Open Porch,,154,MONTICELLO RD,925,
51853,570039000,First Floor,,1152,MONTICELLO RD,915,
51854,570039000,First Floor,,4992,MONTICELLO RD,915,
51855,570039000,Second Floor,,4992,MONTICELLO RD,915,
51856,570041000,First Floor,,1856,MONTICELLO RD,502,
51857,570041000,Second Floor,,1856,MONTICELLO RD,502,
51858,570042000,First Floor,,906,MONTICELLO RD,500,
51859,570042000,First Floor,,200,MONTICELLO RD,500,
51860,570043000,First Floor,,848,MERIDIAN ST,506,
51861,570043000,Second Floor,,360,MERIDIAN ST,506,
51862,570043000,Open Porch,,85,MERIDIAN ST,506,
51863,570043000,Screened Porch,,60,MERIDIAN ST,506,
51864,570044000,First Floor,,1589,BELMONT AVE,901,
51865,570044000,Second Floor,,1589,BELMONT AVE,901,
51866,570044000,Open Porch,,319,BELMONT AVE,901,
51867,570044000,Screened Porch,,168,BELMONT AVE,901,
51868,570044000,Storage,,63,BELMONT AVE,901,
51869,570045000,First Floor,,672,BELMONT AVE,909,
51870,570045000,Second Floor,,672,BELMONT AVE,909,
51871,570045000,Basement,,672,BELMONT AVE,909,
51872,570045000,Open Porch,,252,BELMONT AVE,909,
51873,570045000,First Floor,,1360,BELMONT AVE,909,
51874,570045000,Basement,,840,BELMONT AVE,909,
51875,570045000,Canopy,,223,BELMONT AVE,909,
51876,570045000,Storage,,112,BELMONT AVE,909,
51877,570047000,First Floor,,1832,BELMONT AVE,915,
51878,570047000,Second Floor,,1312,BELMONT AVE,915,
51879,570047000,Open Porch,,424,BELMONT AVE,915,
51880,570047000,Open W/Cover 2/Sty,,96,BELMONT AVE,915,
51881,570047000,Screened Porch,,240,BELMONT AVE,915,
51882,570048000,First Floor,,640,BELMONT AVE,917-A,
51883,570048000,Second Floor,,640,BELMONT AVE,917-A,
51884,570048000,Deck,,140,BELMONT AVE,917-A,
51885,570048000,Stoop,,48,BELMONT AVE,917-A,
51886,570048100,First Floor,,640,BELMONT AVE,917-B,
51887,570048100,Second Floor,,640,BELMONT AVE,917-B,
51888,570048100,Deck,,140,BELMONT AVE,917-B,
51889,570048100,Stoop,,30,BELMONT AVE,917-B,
51890,570049000,First Floor,,1012,BELMONT AVE,925,
51891,570049000,Second Floor,,832,BELMONT AVE,925,
51892,570049000,Open Porch,,140,BELMONT AVE,925,
51893,570050000,First Floor,,800,BELMONT AVE,927,
51894,570050000,Second Floor,,520,BELMONT AVE,927,
51895,570050000,Open Porch,,142,BELMONT AVE,927,
51896,570050000,Frame Enclosed 1/Sty,,128,BELMONT AVE,927,
51897,570051000,First Floor,,1170,BELMONT AVE,929,
51898,570051000,Second Floor,,672,BELMONT AVE,929,
51899,570051000,Open Porch,,112,BELMONT AVE,929,
51900,570051000,Frame Enclosed 1/Sty,,49,BELMONT AVE,929,
51901,570051100,First Floor,,908,BELMONT AVE,931,
51902,570051100,Second Floor,,908,BELMONT AVE,931,
51903,570051100,Basement,,908,BELMONT AVE,931,
51904,570051100,Deck,,190,BELMONT AVE,931,
