X,Y,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
-78.4882205396042,38.0295204159834,10487603,,212, ,5TH,ST,SW,5TH ST SW,E,212 5TH ST SW #E,84386
-78.4924441092219,38.0295365078254,10487604,,720, ,NALLE,ST, ,NALLE ST,B,720 NALLE ST #B,84387
-78.4995152407798,38.0369816009691,10487605,,301,,15TH,ST,NW,15TH ST NW,3049,301 15TH ST NW #3049,84388
-78.4987758528981,38.0344764931437,10487606,,1310, ,WERTLAND,ST, ,WERTLAND ST,B,1310 WERTLAND ST #B,84389
-78.4862052137336,38.0539721133626,10487607,,1535, ,DAIRY,RD, ,DAIRY RD,1/2,1535 DAIRY RD #1/2,84390
-78.5086925926859,38.0403098936211,10487608,,105, ,CRESAP,RD, ,CRESAP RD,D,105 CRESAP RD #D,84391
-78.5016952089146,38.0413086232171,10487609,,68, ,UNIVERSITY,WAY, ,UNIVERSITY WAY,12A,68 UNIVERSITY WAY #12A,84392
-78.5044931438573,38.0249045931362,10487610,,1509, ,BROAD,AVE, ,BROAD AVE,B,1509 BROAD AVE #B,84393
-78.4955385739776,38.0606734155743,10487611,,2204, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,A,2204 NORTH BERKSHIRE RD #A,84394
-78.4954310151237,38.0609607159857,10487612,,2206, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,14,2206 NORTH BERKSHIRE RD #14,84395
-78.5047854940639,38.0296893216016,10487613,,583, ,BRANDON,AVE, ,BRANDON AVE,701,583 BRANDON AVE #701,84396
-78.4783580270889,38.0632114931678,10487614,,1830, ,YORKTOWN,DR, ,YORKTOWN DR,,1830 YORKTOWN DR,84594
-78.4787060251643,38.0628860703252,10487615,,1827, ,YORKTOWN,DR, ,YORKTOWN DR,,1827 YORKTOWN DR,84595
-78.5125473753754,38.0437659821362,10487616,,2125, ,IVY,RD, ,IVY RD,E,2125 IVY RD #E,84596
-78.5105591113632,38.0284680662653,10487617,,1815, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,6,1815 JEFFERSON PARK AVE #6,84597
-78.5086234373216,38.0308098493049,10487618,,1707, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,9,1707 JEFFERSON PARK AVE #9,84598
-78.492923771438,38.0424110567442,10487619,,1111, ,PRESTON,AVE, ,PRESTON AVE,7C,1111 PRESTON AVE #7C,84599
-78.5176981791783,38.0234045093161,10487620,,133, ,STRIBLING,AVE, ,STRIBLING AVE,A,133 STRIBLING AVE #A,84600
-78.4940011127682,38.0412496416785,10487621,,760, ,MADISON,AVE, ,MADISON AVE,B,760 MADISON AVE #B,84601
-78.4860614613306,38.0369205281294,10487622,,705, ,DALE,AVE, ,CHARLTON AVE,,705 DALE AVE,84852
-78.4922249825065,38.0288193073418,10487623,,331, ,7 1/2,ST,SW,7 1/2 ST SW,,331 7 1/2 ST SW,85100
-78.4830427078363,38.0297477285149,10487624,,213, ,2ND,ST,SW,2ND ST SW,,213 2ND ST SW,85101
-78.4769054965334,38.0343794209902,10487625,,330, ,PARKWAY,ST, ,PARKWAY ST,,330 PARKWAY ST,85102
-78.4674752194785,38.0284280025151,10487626,,305, ,13TH,ST,NE,13TH ST NE,,305 13TH ST NE,85103
-78.4676579487505,38.0281189960708,10487627,,301, ,13TH,ST,NE,13TH ST NE,,301 13TH ST NE,85104
-78.4672531083751,38.0280996376369,10487628,,300, ,13TH,ST,NE,13TH ST NE,,300 13TH ST NE,85105
-78.4702287860263,38.0243672054748,10487629,,302, ,CHESTNUT,ST, ,CHESTNUT ST,,302 CHESTNUT ST,85106
-78.4989299504779,38.0292973727799,10487630,,1024, ,GROVE,ST, ,GROVE ST,,1024 GROVE ST,85107
-78.4981397156457,38.0291456103714,10487631,,1015, ,KING,ST, ,KING ST,,1015 KING ST,85108
-78.520696213477,38.0224354336493,10487632,,220, ,STRIBLING,AVE, ,STRIBLING AVE,,220 STRIBLING AVE,85109
-78.4737148775214,38.0561998242296,10487633,,1703, ,GALLOWAY,DR, ,GALLOWAY DR,,1703 GALLOWAY DR,85110
-78.5005649362244,38.0411060336158,10487634,,504, ,RUGBY,RD, ,RUGBY RD,,504 RUGBY RD,85111
-78.4802900127962,38.0348769261562,10487635,,511,,1ST,ST,N,1ST ST N,106,511 1ST ST N #106,105710
-78.4802900127962,38.0348769261562,10487636,,511,,1ST,ST,N,1ST ST N,303,511 1ST ST N #303,105711
-78.4802900127962,38.0348769261562,10487637,,511,,1ST,ST,N,1ST ST N,306,511 1ST ST N #306,105712
-78.4935680645234,38.0604309591884,10487638,,1807, ,EMMET,ST,N,EMMET ST N,6A,1807 EMMET ST N #6A,105713
-78.4879534886286,38.0261887332918,10487639,,522, ,RIDGE,ST, ,RIDGE ST,3,522 RIDGE ST #3,85841
-78.4888325911482,38.0450917327575,10487640,,1615, ,WESTWOOD,RD, ,WESTWOOD RD,,1615 WESTWOOD RD,85842
-78.4901911913878,38.0447888079118,10487641,,1155, ,KENSINGTON,AVE, ,KENSINGTON AVE,,1155 KENSINGTON AVE,85843
-78.4895943195047,38.0447488083711,10487642,,1622, ,WESTWOOD,RD, ,WESTWOOD RD,,1622 WESTWOOD RD,85844
-78.4665426888723,38.0341015706662,10487643,,1206, ,HAZEL,ST, ,HAZEL ST,,1206 HAZEL ST,85845
-78.4630003114129,38.0341281174307,10487644,,1421, ,GRACE,ST, ,GRACE ST,,1421 GRACE ST,85846
-78.4656392061347,38.0338505998699,10487645,,1218, ,HAZEL,ST, ,HAZEL ST,,1218 HAZEL ST,85847
-78.4804553940182,38.0457330591874,10487646,,1111, ,SHERWOOD,RD, ,SHERWOOD RD,,1111 SHERWOOD RD,85848
-78.4727171164759,38.0159932754439,10487647,,979, ,RIVES,ST, ,RIVES ST,,979 RIVES ST,85849
-78.4726568789846,38.0159965770381,10487648,,975, ,RIVES,ST, ,RIVES ST,,975 RIVES ST,85850
-78.5109263638806,38.0275648634315,10487649,,1830, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,28,1830 JEFFERSON PARK AVE #28,85851
-78.4901021929585,38.0363501732244,10487650,,421, ,9TH,ST,NW,9TH ST NW,,421 9TH ST NW,85852
-78.4896923969636,38.0362423588395,10487651,,850, ,WEST,ST, ,WEST ST,,850 WEST ST,85853
-78.4919482912962,38.0362721921246,10487652,,920, ,ANDERSON,ST, ,ANDERSON ST,,920 ANDERSON ST,85854
-78.4910085746658,38.0360021685552,10487653,,909, ,ANDERSON,ST, ,ANDERSON ST,,909 ANDERSON ST,85855
-78.4764703485532,38.0188593569735,10487654,,1002, ,ELLIOTT,AVE, ,ELLIOTT AVE,,1002 ELLIOTT AVE,85856
-78.4777806172698,38.0187420617586,10487655,,913, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,,913 ALTAVISTA AVE,85857
-78.5066950806944,38.0271934565454,10487656,,117, ,DAVID,TER, ,DAVID TER,,117 DAVID TER,85858
-78.4980266876698,38.021601248035,10487657,,807, ,ORANGEDALE,AVE, ,ORANGEDALE AVE,,807 ORANGEDALE AVE,85859
-78.4998791680321,38.0498826315285,10487658,,1891, ,WESTVIEW,RD, ,WESTVIEW RD,,1891 WESTVIEW RD,85860
-78.5000312911675,38.0500866303408,10487659,,1893, ,WESTVIEW,RD, ,WESTVIEW RD,,1893 WESTVIEW RD,85861
-78.5003017211472,38.0496618106845,10487660,,1888, ,WESTVIEW,RD, ,WESTVIEW RD,,1888 WESTVIEW RD,85862
-78.5013771146296,38.027478922922,10487661,,1301, ,NUNLEY,ST, ,NUNLEY ST,,1301 NUNLEY ST,85863
-78.4725592144632,38.014119142758,10487662,,1309, ,MOUNTAIN VIEW,ST, ,MOUNTAIN VIEW ST,,1309 MOUNTAIN VIEW ST,85864
-78.5119843096038,38.0249713688735,10487663,,2217, ,HILL,ST, ,HILL ST,,2217 HILL ST,85865
-78.5116529801901,38.0248819416514,10487664,,2202, ,HILL,ST, ,HILL ST,,2202 HILL ST,85866
-78.4963284299435,38.0438095046853,10487665,,1701, ,ROSSER,AVE,W,ROSSER AVE W,1,1701 ROSSER AVE W #1,105714
-78.4652793571037,38.0270575040388,10487666,,1317, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,,1317 CHESAPEAKE ST,85867
-78.5016624812302,38.042442627157,10487667,,14, ,UNIVERSITY,CIR, ,UNIVERSITY CIR,9,14 UNIVERSITY CIR #9,85868
-78.5015405408381,38.0416682966108,10487668,,64, ,UNIVERSITY,WAY, ,UNIVERSITY WAY,9,64 UNIVERSITY WAY #9,85869
-78.5089743229379,38.0289359174805,10487669,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,17,1800 JEFFERSON PARK AVE #17,85870
-78.5089104055908,38.0293007259389,10487670,,1718, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,A,1718 JEFFERSON PARK AVE #A,85871
-78.5054672095982,38.048399886218,10487671,,1932, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,107,1932 ARLINGTON BLVD #107,85872
-78.5089104055908,38.0293007259389,10487672,,1718, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,8,1718 JEFFERSON PARK AVE #8,86068
-78.5162435781383,38.0283606965165,10487673,,212, ,MAURY,AVE, ,MAURY AVE,10,212 MAURY AVE #10,86069
-78.4553110386131,38.0433325354666,10487674,,1114, ,RIVER,CT, ,RIVER CT,B,1114 RIVER CT #B,86070
-78.5087287420672,38.0283760344134,10487675,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,109,1800 JEFFERSON PARK AVE #109,86071
-78.4650235697054,38.0354697312863,10487676,,810, ,ST JAMES,CIR, ,ST JAMES CIR,,810 ST JAMES CIR,86072
-78.4644468153244,38.0354674860906,10487677,,816, ,ST JAMES,CIR, ,ST JAMES CIR,,816 ST JAMES CIR,86073
-78.5053072828426,38.0149601731539,10487678,,103, ,LONGWOOD,DR, ,LONGWOOD DR,A,103 LONGWOOD DR #A,86318
-78.4584167362356,38.0405375054916,10487679,,1037, ,SWIFT,LN, ,SWIFT LN,,1037 SWIFT LN,86357
-78.4634647134615,38.0399926917987,10487680,,964, ,LOCUST,AVE, ,LOCUST AVE,,964 LOCUST AVE,86358
-78.4671672630204,38.0393481577123,10487681,,717, ,WATSON,AVE, ,WATSON AVE,,717 WATSON AVE,86359
-78.4664343217299,38.0390444180107,10487682,,807, ,WATSON,AVE, ,WATSON AVE,,807 WATSON AVE,86360
-78.4655368639894,38.0390022978434,10487683,,925, ,LOCUST,AVE, ,LOCUST AVE,,925 LOCUST AVE,86361
-78.485523892248,38.0491167521151,10487684,,1318, ,WELLFORD,ST, ,WELLFORD ST,,1318 WELLFORD ST,86362
-78.499574865351,38.0351494091114,10487685,,200, ,15TH,ST,NW,15TH ST NW,,200 15TH ST NW,86363
-78.4789272390222,38.0220256675043,10487686,,718, ,BLENHEIM,AVE, ,BLENHEIM AVE,,718 BLENHEIM AVE,86561
-78.4785039226521,38.0218191081776,10487687,,802, ,BLENHEIM,AVE, ,BLENHEIM AVE,,802 BLENHEIM AVE,86562
-78.4802900127962,38.0348769261562,10487688,,511,,1ST,ST,N,1ST ST N,606,511 1ST ST N #606,105715
-78.4802900127962,38.0348769261562,10487689,,511,,1ST,ST,N,1ST ST N,504,511 1ST ST N #504,105716
-78.4802900127962,38.0348769261562,10487690,,511,,1ST,ST,N,1ST ST N,302,511 1ST ST N #302,105717
-78.4936472205404,38.0581429614359,10487691,,1610, ,EMMET,ST,N,EMMET ST N,,1610 EMMET ST N,105718
-78.4959854663919,38.0585291257168,10487692,,1621, ,EMMET,ST,N,EMMET ST N,,1621 EMMET ST N,105719
-78.479566026846,38.0216051801383,10487693,,723, ,MONTROSE,AVE, ,MONTROSE AVE,,723 MONTROSE AVE,86563
-78.4771415480325,38.0215171496516,10487694,,827, ,BLENHEIM,AVE, ,BLENHEIM AVE,,827 BLENHEIM AVE,86564
-78.4782394896339,38.0217002320214,10487695,,806, ,BLENHEIM,AVE, ,BLENHEIM AVE,,806 BLENHEIM AVE,86565
-78.4779741050586,38.0215747081329,10487696,,810, ,BLENHEIM,AVE, ,BLENHEIM AVE,,810 BLENHEIM AVE,86566
-78.4824258311289,38.021551227338,10487697,,608, ,ELLIOTT,AVE, ,ELLIOTT AVE,,608 ELLIOTT AVE,86567
-78.4800832382901,38.0215501314549,10487698,,718, ,MONTROSE,AVE, ,MONTROSE AVE,,718 MONTROSE AVE,86568
-78.4830768960728,38.0211549855141,10487699,,605, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,,605 ALTAVISTA AVE,86569
-78.4796032978735,38.0213016351474,10487700,,732, ,MONTROSE,AVE, ,MONTROSE AVE,,732 MONTROSE AVE,86570
-78.4644876245584,38.0305505790645,10487701,,510, ,MEADE,AVE, ,MEADE AVE,2,510 MEADE AVE #2,86571
-78.481575100455,38.0274724178583,10487702,,407, ,GARRETT,ST, ,GARRETT ST,C,407 GARRETT ST #C,86573
-78.481575100455,38.0274724178583,10487703,,407, ,GARRETT,ST, ,GARRETT ST,D,407 GARRETT ST #D,86574
-78.481575100455,38.0274724178583,10487704,,407, ,GARRETT,ST, ,GARRETT ST,E,407 GARRETT ST #E,86575
-78.4818374580287,38.0274641876699,10487705,,403, ,GARRETT,ST, ,GARRETT ST,E,403 GARRETT ST #E,86576
-78.4818374580287,38.0274641876699,10487706,,403, ,GARRETT,ST, ,GARRETT ST,F,403 GARRETT ST #F,86577
-78.4813292545074,38.0275381824834,10487707,,409, ,GARRETT,ST, ,GARRETT ST,H,409 GARRETT ST #H,86578
-78.4810589564729,38.0275441435926,10487708,,413, ,GARRETT,ST, ,GARRETT ST,C,413 GARRETT ST #C,86579
-78.4810589564729,38.0275441435926,10487709,,413, ,GARRETT,ST, ,GARRETT ST,F,413 GARRETT ST #F,86580
-78.4810589564729,38.0275441435926,10487710,,413, ,GARRETT,ST, ,GARRETT ST,G,413 GARRETT ST #G,86581
-78.4810589564729,38.0275441435926,10487711,,413, ,GARRETT,ST, ,GARRETT ST,H,413 GARRETT ST #H,86582
-78.4753567074253,38.0305887032386,10487712,,804,E,JEFFERSON,ST, ,E JEFFERSON ST,C,804 E JEFFERSON ST #C,86583
-78.4761678539524,38.0318895585375,10487713,,615,E,HIGH,ST, ,E HIGH ST,1,615 E HIGH ST #1,86584
-78.496522148232,38.0360586085149,10487714,,1122, ,JOHN,ST, ,JOHN ST,G,1122 JOHN ST #G,86585
-78.4908768508498,38.0233697475097,10487715,,751, ,RIDGE,ST, ,RIDGE ST,1,751 RIDGE ST #1,86586
-78.4778553039616,38.0413609929066,10487716,,1717, ,ALLIED,LN, ,ALLIED LN,B,1717 ALLIED LN #B,86587
-78.5140438977194,38.0259713164601,10487717,,2108, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,C,2108 JEFFERSON PARK AVE #C,86588
-78.4879060023929,38.0595971100135,10487718,,2023, ,MICHIE,DR, ,MICHIE DR,A,2023 MICHIE DR #A,86589
-78.487561271411,38.0596310873349,10487719,,2025, ,MICHIE,DR, ,MICHIE DR,B,2025 MICHIE DR #B,86590
-78.4719085577,38.0180954495756,10487720,,119, ,HARTFORD,CT, ,HARTFORD CT,,119 HARTFORD CT,86591
-78.471911190792,38.0180737587896,10487721,,121, ,HARTFORD,CT, ,HARTFORD CT,,121 HARTFORD CT,86592
-78.4722601488337,38.0181868398704,10487722,,114, ,HARTFORD,CT, ,HARTFORD CT,,114 HARTFORD CT,86593
-78.4722623431848,38.0181687634589,10487723,,116, ,HARTFORD,CT, ,HARTFORD CT,,116 HARTFORD CT,86594
-78.4722711171616,38.0180964596121,10487724,,124, ,HARTFORD,CT, ,HARTFORD CT,,124 HARTFORD CT,86595
-78.4713881942353,38.0185534490854,10487725,,100, ,DANBURY,CT, ,DANBURY CT,,100 DANBURY CT,86596
-78.4705902030431,38.0184650345038,10487726,,106, ,MILFORD,TER, ,MILFORD TER,,106 MILFORD TER,86597
-78.470592341207,38.018440308435,10487727,,108, ,MILFORD,TER, ,MILFORD TER,,108 MILFORD TER,86598
-78.4756921510572,38.0155441554912,10487728,,339, ,QUARRY,RD, ,QUARRY RD,,339 QUARRY RD,86599
-78.4757089908659,38.0155482535968,10487729,,341, ,QUARRY,RD, ,QUARRY RD,,341 QUARRY RD,86600
-78.4757252899114,38.0155519002297,10487730,,343, ,QUARRY,RD, ,QUARRY RD,,343 QUARRY RD,86601
-78.514112070181,38.0278339000553,10487731,,118, ,WASHINGTON,AVE, ,WASHINGTON AVE,,118 WASHINGTON AVE,86652
-78.4805267841835,38.0331896220588,10487732,,101,W,HIGH,ST, ,W HIGH ST,,101 W HIGH ST,86706
-78.4787819981653,38.032651856094,10487733,,301,E,HIGH,ST, ,E HIGH ST,,301 E HIGH ST,86707
-78.4789875933128,38.0327674877379,10487734,,215,E,HIGH,ST, ,E HIGH ST,,215 E HIGH ST,86708
-78.4793919614111,38.0325206755744,10487735,,234,E,HIGH,ST, ,E HIGH ST,,234 E HIGH ST,86709
-78.4795707536944,38.0320783326237,10487736,,243,E,JEFFERSON,ST, ,E JEFFERSON ST,,243 E JEFFERSON ST,86710
-78.4793540010416,38.0325091922802,10487737,,244,E,HIGH,ST, ,E HIGH ST,,244 E HIGH ST,86711
-78.4940786798158,38.0395709499924,10487738,,604, ,12TH,ST,NW,GRADY AVE,,604 12TH ST NW,86712
-78.4802900127962,38.0348769261562,10487739,,511,,1ST,ST,N,1ST ST N,212,511 1ST ST N #212,105720
-78.4802900127962,38.0348769261562,10487740,,511,,1ST,ST,N,1ST ST N,304,511 1ST ST N #304,105721
-78.4943691511341,38.0396842274592,10487741,,603, ,12TH,ST,NW,12TH ST NW,,603 12TH ST NW,86713
-78.4986943194487,38.0528202529842,10487742,,1200, ,EMMET,ST,N,EMMET ST N,120,1200 EMMET ST N #120,105810
-78.4986943194487,38.0528202529842,10487743,,1200, ,EMMET,ST,N,EMMET ST N,130,1200 EMMET ST N #130,105811
-78.4986943194487,38.0528202529842,10487744,,1200, ,EMMET,ST,N,EMMET ST N,140,1200 EMMET ST N #140,105812
-78.5000245724645,38.0395234728148,10487745,,418B, ,17TH,ST,NW,17TH ST NW,003,418B 17TH ST NW #003,105813
-78.5000245724645,38.0395234728148,10487746,,418B, ,17TH,ST,NW,17TH ST NW,105,418B 17TH ST NW #105,105814
-78.4933643564243,38.0318434047682,10487747,,852,W,MAIN,ST, ,W MAIN ST,228,852 W MAIN ST #228,103631
-78.4933643564243,38.0318434047682,10487748,,852,W,MAIN,ST, ,W MAIN ST,229,852 W MAIN ST #229,103632
-78.4933643564243,38.0318434047682,10487749,,852,W,MAIN,ST, ,W MAIN ST,230,852 W MAIN ST #230,103633
-78.4933643564243,38.0318434047682,10487750,,852,W,MAIN,ST, ,W MAIN ST,231,852 W MAIN ST #231,103634
-78.4933643564243,38.0318434047682,10487751,,852,W,MAIN,ST, ,W MAIN ST,232,852 W MAIN ST #232,103635
-78.4933643564243,38.0318434047682,10487752,,852,W,MAIN,ST, ,W MAIN ST,233,852 W MAIN ST #233,103636
-78.4933643564243,38.0318434047682,10487753,,852,W,MAIN,ST, ,W MAIN ST,234,852 W MAIN ST #234,103637
-78.4933643564243,38.0318434047682,10487754,,852,W,MAIN,ST, ,W MAIN ST,235,852 W MAIN ST #235,103638
-78.4933643564243,38.0318434047682,10487755,,852,W,MAIN,ST, ,W MAIN ST,236,852 W MAIN ST #236,103639
-78.4933643564243,38.0318434047682,10487756,,852,W,MAIN,ST, ,W MAIN ST,237,852 W MAIN ST #237,103640
-78.4933643564243,38.0318434047682,10487757,,852,W,MAIN,ST, ,W MAIN ST,301,852 W MAIN ST #301,103641
-78.4933643564243,38.0318434047682,10487758,,852,W,MAIN,ST, ,W MAIN ST,302,852 W MAIN ST #302,103642
-78.4933643564243,38.0318434047682,10487759,,852,W,MAIN,ST, ,W MAIN ST,303,852 W MAIN ST #303,103643
-78.4933643564243,38.0318434047682,10487760,,852,W,MAIN,ST, ,W MAIN ST,304,852 W MAIN ST #304,103644
-78.4933643564243,38.0318434047682,10487761,,852,W,MAIN,ST, ,W MAIN ST,305,852 W MAIN ST #305,103645
-78.4933643564243,38.0318434047682,10487762,,852,W,MAIN,ST, ,W MAIN ST,306,852 W MAIN ST #306,103646
-78.4933643564243,38.0318434047682,10487763,,852,W,MAIN,ST, ,W MAIN ST,307,852 W MAIN ST #307,103647
-78.4933643564243,38.0318434047682,10487764,,852,W,MAIN,ST, ,W MAIN ST,308,852 W MAIN ST #308,103648
-78.4933643564243,38.0318434047682,10487765,,852,W,MAIN,ST, ,W MAIN ST,309,852 W MAIN ST #309,103649
-78.4933643564243,38.0318434047682,10487766,,852,W,MAIN,ST, ,W MAIN ST,310,852 W MAIN ST #310,103650
-78.4933643564243,38.0318434047682,10487767,,852,W,MAIN,ST, ,W MAIN ST,311,852 W MAIN ST #311,103651
-78.4933643564243,38.0318434047682,10487768,,852,W,MAIN,ST, ,W MAIN ST,312,852 W MAIN ST #312,103652
-78.4933643564243,38.0318434047682,10487769,,852,W,MAIN,ST, ,W MAIN ST,313,852 W MAIN ST #313,103653
-78.4933643564243,38.0318434047682,10487770,,852,W,MAIN,ST, ,W MAIN ST,314,852 W MAIN ST #314,103654
-78.4933643564243,38.0318434047682,10487771,,852,W,MAIN,ST, ,W MAIN ST,315,852 W MAIN ST #315,103655
-78.4933643564243,38.0318434047682,10487772,,852,W,MAIN,ST, ,W MAIN ST,316,852 W MAIN ST #316,103656
-78.4933643564243,38.0318434047682,10487773,,852,W,MAIN,ST, ,W MAIN ST,317,852 W MAIN ST #317,103657
-78.4933643564243,38.0318434047682,10487774,,852,W,MAIN,ST, ,W MAIN ST,318,852 W MAIN ST #318,103658
-78.4933643564243,38.0318434047682,10487775,,852,W,MAIN,ST, ,W MAIN ST,319,852 W MAIN ST #319,103659
-78.4933643564243,38.0318434047682,10487776,,852,W,MAIN,ST, ,W MAIN ST,320,852 W MAIN ST #320,103660
-78.4933643564243,38.0318434047682,10487777,,852,W,MAIN,ST, ,W MAIN ST,321,852 W MAIN ST #321,103661
-78.4933643564243,38.0318434047682,10487778,,852,W,MAIN,ST, ,W MAIN ST,322,852 W MAIN ST #322,103662
-78.4933643564243,38.0318434047682,10487779,,852,W,MAIN,ST, ,W MAIN ST,323,852 W MAIN ST #323,103663
-78.4933643564243,38.0318434047682,10487780,,852,W,MAIN,ST, ,W MAIN ST,324,852 W MAIN ST #324,103664
-78.4933643564243,38.0318434047682,10487781,,852,W,MAIN,ST, ,W MAIN ST,325,852 W MAIN ST #325,103665
-78.4933643564243,38.0318434047682,10487782,,852,W,MAIN,ST, ,W MAIN ST,326,852 W MAIN ST #326,103666
-78.4933643564243,38.0318434047682,10487783,,852,W,MAIN,ST, ,W MAIN ST,327,852 W MAIN ST #327,103667
-78.4933643564243,38.0318434047682,10487784,,852,W,MAIN,ST, ,W MAIN ST,328,852 W MAIN ST #328,103668
-78.4933643564243,38.0318434047682,10487785,,852,W,MAIN,ST, ,W MAIN ST,329,852 W MAIN ST #329,103669
-78.4933643564243,38.0318434047682,10487786,,852,W,MAIN,ST, ,W MAIN ST,330,852 W MAIN ST #330,103670
-78.469657810417,38.0258202343595,10487787,,4000, ,CITY WALK,WAY, ,E WATER ST,438,4000 CITY WALK WAY #438,102793
-78.469657810417,38.0258202343595,10487788,,4000, ,CITY WALK,WAY, ,E WATER ST,439,4000 CITY WALK WAY #439,102794
-78.5000245724645,38.0395234728148,10487789,,418B, ,17TH,ST,NW,17TH ST NW,106,418B 17TH ST NW #106,105815
-78.5000245724645,38.0395234728148,10487790,,418B, ,17TH,ST,NW,17TH ST NW,205,418B 17TH ST NW #205,105816
-78.5000245724645,38.0395234728148,10487791,,418B, ,17TH,ST,NW,17TH ST NW,206,418B 17TH ST NW #206,105817
-78.5000245724645,38.0395234728148,10487792,,418B, ,17TH,ST,NW,17TH ST NW,305,418B 17TH ST NW #305,105818
-78.469657810417,38.0258202343595,10487793,,4000, ,CITY WALK,WAY, ,E WATER ST,440,4000 CITY WALK WAY #440,102795
-78.469657810417,38.0258202343595,10487794,,4000, ,CITY WALK,WAY, ,E WATER ST,441,4000 CITY WALK WAY #441,102796
-78.469657810417,38.0258202343595,10487795,,4000, ,CITY WALK,WAY, ,E WATER ST,442,4000 CITY WALK WAY #442,102797
-78.469657810417,38.0258202343595,10487796,,4000, ,CITY WALK,WAY, ,E WATER ST,443,4000 CITY WALK WAY #443,102798
-78.469657810417,38.0258202343595,10487797,,4000, ,CITY WALK,WAY, ,E WATER ST,444,4000 CITY WALK WAY #444,102799
-78.469657810417,38.0258202343595,10487798,,4000, ,CITY WALK,WAY, ,E WATER ST,445,4000 CITY WALK WAY #445,102800
-78.469657810417,38.0258202343595,10487799,,4000, ,CITY WALK,WAY, ,E WATER ST,446,4000 CITY WALK WAY #446,102801
-78.469657810417,38.0258202343595,10487800,,4000, ,CITY WALK,WAY, ,E WATER ST,447,4000 CITY WALK WAY #447,102802
-78.469657810417,38.0258202343595,10487801,,4000, ,CITY WALK,WAY, ,E WATER ST,448,4000 CITY WALK WAY #448,102803
-78.469657810417,38.0258202343595,10487802,,4000, ,CITY WALK,WAY, ,E WATER ST,449,4000 CITY WALK WAY #449,102804
-78.469657810417,38.0258202343595,10487803,,4000, ,CITY WALK,WAY, ,E WATER ST,450,4000 CITY WALK WAY #450,102805
-78.469657810417,38.0258202343595,10487804,,4000, ,CITY WALK,WAY, ,E WATER ST,451,4000 CITY WALK WAY #451,102806
-78.469657810417,38.0258202343595,10487805,,4000, ,CITY WALK,WAY, ,E WATER ST,452,4000 CITY WALK WAY #452,102807
-78.469657810417,38.0258202343595,10487806,,4000, ,CITY WALK,WAY, ,E WATER ST,453,4000 CITY WALK WAY #453,102808
-78.469657810417,38.0258202343595,10487807,,4000, ,CITY WALK,WAY, ,E WATER ST,454,4000 CITY WALK WAY #454,102809
-78.469657810417,38.0258202343595,10487808,,4000, ,CITY WALK,WAY, ,E WATER ST,455,4000 CITY WALK WAY #455,102810
-78.469657810417,38.0258202343595,10487809,,4000, ,CITY WALK,WAY, ,E WATER ST,456,4000 CITY WALK WAY #456,102811
-78.469657810417,38.0258202343595,10487810,,4000, ,CITY WALK,WAY, ,E WATER ST,457,4000 CITY WALK WAY #457,102812
-78.4700201760679,38.0257306758246,10487811,,1111,E,WATER,ST, ,E WATER ST,,1111 E WATER ST,102813
-78.4917407537434,38.0322648724057,10487812,,819,W,MAIN,ST, ,W MAIN ST,,819 W MAIN ST,102814
-78.5119392216944,38.039075038092,10487813,,107, ,MINOR,RD, ,MINOR RD,,107 MINOR RD,102815
-78.5137994348389,38.037911567371,10487814,,2003, ,THOMSON,RD, ,THOMSON RD,,2003 THOMSON RD,102816
-78.5127475787548,38.0387334785425,10487815,,1959, ,LEWIS MOUNTAIN,RD, ,LEWIS MOUNTAIN RD,C,1959 LEWIS MOUNTAIN RD #C,102817
-78.4711613668743,38.0275158179538,10487816,,1110,E,MARKET,ST, ,E MARKET ST,5P,1110 E MARKET ST #5P,102818
-78.4711613668743,38.0275158179538,10487817,,1110,E,MARKET,ST, ,E MARKET ST,6O,1110 E MARKET ST #6O,102819
-78.4711613668743,38.0275158179538,10487818,,1110,E,MARKET,ST, ,E MARKET ST,7N,1110 E MARKET ST #7N,102820
-78.4711613668743,38.0275158179538,10487819,,1110,E,MARKET,ST, ,E MARKET ST,9L,1110 E MARKET ST #9L,102821
