RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
11756,540073000,406,13TH ST NE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Tile,Floor Furnace,0,1947,4,2,0,1,0,668,273,Full Basement,Asbestos,1.00,668
11758,540075000,404,13TH ST NE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1947,5,2,0,1,0,954,,Full Basement,Vinyl,1.00,954
11759,540076000,405,MEADE AVE,,Single Family,1.5 Story,C -,Shingles,Hardwood,Floor Furnace,0,1949,5,2,0,1,0,,,No Basement,Concrete Block,1.50,1092
11760,540076100,403,MEADE AVE,,Single Family,1 Story,C,Shingles,W/W Carpet,Heat Pump,0,1996,5,3,0,2,0,,,No Basement,Vinyl,1.00,1256
11761,540077000,401,MEADE AVE,,Single Family,2 Sty No Bsmt,B,Metal,Hardwood,Heat Pump,1,1920,6,3,No dat,2,0,,,No Basement,Wood,2.00,1456
11766,540079100,403,13TH ST NE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,0,1947,3,1,0,1,2,832,,Full Basement,Concrete Block,1.00,829
11767,540080000,1216,MERIWETHER ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1940,7,3,0,1,0,1232,,Full Basement,Vinyl,1.50,1896
11768,540081000,1212,MERIWETHER ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,832,,Full Basement,Asbestos,1.00,1040
11769,540082000,1210,MERIWETHER ST,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,0,1950,4,2,0,1,0,384,,Partial Basement,Aluminum,1.00,768
11770,540083000,1213,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1957,5,2,1,1,0,990,495,Full Basement,Brick Veneer,1.00,999
11771,540084000,1211,LITTLE HIGH ST,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,1940,7,3,1,2,0,728,728,Full Basement,Vinyl,1.75,1274
11773,540086000,1208,MERIWETHER ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1947,7,4,0,2,0,493,,Partial Basement,Concrete Block,1.66,1783
11775,540088000,1204,MERIWETHER ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1951,5,3,0,1,0,864,,Full Basement,Vinyl,1.00,864
11776,540089000,1207,LITTLE HIGH ST,,Single Family,1.5 Story,B -,Metal,Hardwood,Hot Water Radiator,1,1940,7,3,1,2,0,725,512,Partial Basement,Brick Veneer,1.75,1722
11777,540090000,1205,LITTLE HIGH ST,,Single Family,1.5 Sty (Avg),C,Shingles,Hardwood,Forced Air,1,1939,5,3,0,1,0,420,,Partial Basement,Aluminum,1.50,1260
11778,540091000,1203,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1946,7,4,0,2,0,840,,Partial Basement,Vinyl,1.00,1416
11779,540092000,1202,MERIWETHER ST,,Single Family,1.5 Sty (Avg),C,Shingles,Hardwood,Hot Water Radiator,1,1946,5,3,1,1,0,988,494,Partial Basement,Aluminum,1.50,1866
11780,540093000,1200,MERIWETHER ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,2,1952,4,2,0,2,0,666,,Partial Basement,Aluminum,1.00,836
11781,540094000,1201,LITTLE HIGH ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1946,7,3,0,2,0,810,,Partial Basement,Wood,1.66,1485
11782,540095000,1129,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1956,5,2,0,2,0,1305,,Partial Basement,Brick Veneer,1.00,1494
11783,540095100,403,12TH ST NE,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,0,1956,5,3,0,1,0,975,,Full Basement,Brick Veneer,1.00,975
11784,540096000,1127,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1940,5,2,0,1,0,494,,Partial Basement,Aluminum,1.00,962
11786,540097100,1144,MERIWETHER ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1968,10,4,0,2,0,1175,1125,Full Basement,Brick Veneer,1.00,1525
11787,540098000,1140,MERIWETHER ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1951,6,2,0,2,0,768,,Full Basement,Wood,1.50,1152
11789,540100000,1121,LITTLE HIGH ST,,Single Family,2 Story (Avg),B,Metal,Hardwood,Hot Water Radiator,0,1915,13,4,1,3,0,175,,Cellar,Wood,2.00,3700
11790,540101000,1126,MERIWETHER ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1954,6,3,1,1,0,768,384,Partial Basement,Asbestos,1.00,1152
11791,540102000,1124,MERIWETHER ST,,Single Family,1 Sty (Avg),C +,Shingles,Hardwood,Forced Air,0,1954,7,4,0,2,0,825,405,Full Basement,Brick Veneer,1.00,1031
11792,540103000,1120,MERIWETHER ST,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1954,6,3,0,1,0,962,,Full Basement,Brick Veneer,1.00,962
11793,540104000,1118,MERIWETHER ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1954,5,2,0,1,0,825,,Partial Basement,Brick Veneer,1.00,1157
11794,540105000,1119,LITTLE HIGH ST,,Single Family,2 Story (Avg),B -,Slate,Hardwood,Hot Water Radiator,2,1900,8,2,0,3,0,,,No Basement,Stucco,2.00,2797
11796,540106000,1115,LITTLE HIGH ST,,Single Family,1 Sty No Bsmt,B,Metal,Hardwood,Heat Pump,0,1920,5,2,0,1,0,50,,Cellar,Stucco,1.00,863
11799,540107100,1109,LITTLE HIGH ST,,Single Family,2 Story,A -,Metal,Hardwood,Hot Water Radiator,6,1915,8,4,0,2,0,1428,,Full Basement,Brick/Masonry,2.00,2856
11802,540108000,406,11TH ST NE,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,0,1909,6,3,1,1,0,,,No Basement,Concrete Block,2.00,1564
11804,540110000,1105,LITTLE HIGH ST,,Single Family,2 Story (Avg),B,Metal,Hardwood,Hot Water Radiator,0,1925,6,4,0,2,0,,,No Basement,Wood,2.00,1852
11808,540121000,323,11TH ST NE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1940,6,3,0,1,0,723,,Partial Basement,Aluminum,1.00,952
11811,540132000,1014,E JEFFERSON ST,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1925,5,2,0,1,0,490,,Partial Basement,Aluminum,1.00,986
11849,540139000,1009,E MARKET ST,,Single Family,2 Story,D,Shingles,Hardwood,Gas Wall Unit,0,1925,5,2,0,2,0,,,No Basement,Wood,2.00,1418
11851,540142000,1017,E MARKET ST,,Single Family,2 Story,D,Shingles,Hardwood,Radiant,0,1925,6,3,0,1,0,,,No Basement,Asbestos,2.00,1811
11856,540156000,1128,E MARKET ST,,Single Family,2 Story,C,Shakes,Hardwood,Forced Air,2,1920,6,3,0,1,0,,,No Basement,Stucco,2.00,1778
11864,540166000,1101,E MARKET ST,,Single Family,2 Story,D,Metal,Hardwood,Floor Furnace,0,1935,5,2,0,1,0,,,No Basement,Stucco,2.00,1258
11865,540167000,206,11TH ST NE,,Single Family,2 Story,D,Metal,Hardwood,Forced Air,0,1925,7,2,0,2,0,0,0,No Basement,Aluminum,2.00,1526
11867,540170000,1110,E JEFFERSON ST,,Single Family,2 Sty No Bsmt,B,Metal,Hardwood,Hot Water Radiator,0,1925,6,3,0,2,0,104,,Partial Basement,Stucco,2.00,1836
11868,540171000,1112,E JEFFERSON ST,,Single Family,2 Story (Avg),B -,Metal,Hardwood,Hot Water Radiator,2,1925,7,3,0,2,0,504,,Partial Basement,Vinyl,2.00,1952
11869,540172000,1114,E JEFFERSON ST,,Single Family,2 Story,B -,Metal,Hardwood,Hot Water Radiator,2,1925,8,3,1,3,0,910,400,Partial Basement,Wood,2.00,2140
11870,540173000,1116,E JEFFERSON ST,,Single Family,1 Sty (Avg),C++,Architectural Shingles,Hardwood,Heat Pump,2,1961,6,3,0,2,0,1065,1065,Walkout Basement,Vinyl,1.00,1065
11871,540174000,1120,E JEFFERSON ST,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Forced Air,0,1951,6,3,0,2,0,320,,Partial Basement,Wood,1.00,1408
11872,540175000,1122,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C +,Architectural Shingles,Hardwood,Heat Pump,0,1951,6,3,0,2,0,,,No Basement,Vinyl,1.00,1364
11873,540176000,1124,E JEFFERSON ST,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,0,1951,6,3,0,2,0,768,768,Partial Basement,Aluminum,1.00,1560
11874,540177000,1126,E JEFFERSON ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Heat Pump,0,1951,5,2,0,1,0,490,,Partial Basement,Brick Veneer,1.00,825
11875,540178000,209,12TH ST NE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Heat Pump,0,1953,4,2,0,1,0,768,,Full Basement,Vinyl,1.00,768
11876,540179000,211,12TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1951,4,2,0,1,0,,,No Basement,Aluminum,1.00,768
11877,540180000,217,12TH ST NE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1949,5,2,0,2,0,896,,Full Basement,Aluminum,1.00,1120
11878,540181000,301,FARM LN,,Single Family,1.5 Sty (Avg),C +,Shingles,Hardwood,Hot Water Radiator,1,1932,5,3,0,2,0,242,,Partial Basement,Wood Shingle,1.66,1657
11879,540183000,1115,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1953,6,3,0,1,0,,,No Basement,Asbestos,1.00,840
11880,540184000,303,FARM LN,,Single Family,2 Story,C +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1930,10,4,1,2,0,,,No Basement,Aluminum,2.00,2658
11881,540186000,1111,E JEFFERSON ST,,Single Family,2 Story (Avg),B,Metal,Hardwood,Forced Air,0,1914,10,3,1,2,0,,,No Basement,Asbestos,2.00,2736
11882,540187000,1109,E JEFFERSON ST,,Single Family,2 Sty No Bsmt,B -,Shingles,Hardwood,Hot Water Radiator,0,1925,9,4,0,3,0,493,,Cellar,Wood,2.00,2666
11883,540188000,1107,E JEFFERSON ST,,Single Family,2 Sty No Bsmt,B,Metal,Hardwood,Forced Air,4,1925,9,3,1,1,0,,,No Basement,Wood,2.00,2348
11886,540192000,322,11TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,1,1952,5,3,1,1,0,,,No Basement,Wood,1.00,1152
11887,540193000,324,11TH ST NE,,Single Family,2 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1957,8,4,1,2,0,1157,225,Full Basement,Brick Veneer,2.00,2320
11888,540194000,1102,LITTLE HIGH ST,,Single Family,2 Story (Avg),B,Shingles,Hardwood,Forced Air,1,1920,8,4,0,2,0,175,,Cellar,Wood,2.00,2074
11889,540195000,1104,LITTLE HIGH ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1955,6,3,0,1,0,,,No Basement,Brick Veneer,1.50,1302
11890,540196000,1106,LITTLE HIGH ST,,Single Family,1.5 Sty (Avg),B -,Shingles,Hardwood,Hot Water Radiator,1,1938,5,3,0,1,0,754,,Full Basement,Brick Veneer,1.75,1320
11892,540198000,1114,LITTLE HIGH ST,,Single Family,2 Story (Avg),B,Metal,W/W Carpet,Hot Water Radiator,0,1925,7,4,0,3,0,,,No Basement,Aluminum,2.00,2510
11893,540199000,1116,LITTLE HIGH ST,,Single Family,2 Story w/ Bsmt,B -,Shingles,Hardwood,Hot Water Radiator,1,1938,6,3,0,1,0,528,,Full Basement,Stucco,2.00,1056
11894,540200000,1118,LITTLE HIGH ST,,Single Family,1 Story,C,Shingles,W/W Carpet,Heat Pump,0,1975,5,2,0,1,0,1000,,Full Basement,Vinyl,1.00,1000
11895,540201000,1120,LITTLE HIGH ST,,Single Family,1.5 Sty (Avg),B,Shingles,Hardwood,Hot Water Radiator,1,1953,5,3,0,2,0,416,,Partial Basement,Cedar,1.00,2296
11896,540202000,305,FARM LN,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,1,1953,5,2,0,1,0,300,,Cellar,Aluminum,1.00,950
11897,540202100,307,FARM LN,,Single Family,1 Story,C,Shingles,W/W Carpet,Forced Air,1,1953,4,2,0,1,0,475,,Partial Basement,Vinyl,1.00,950
11898,540203000,308,FARM LN,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,2,1927,7,3,2,2,0,648,238,Partial Basement,Wood,2.00,2591
11899,540204000,1124,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1952,5,2,0,1,0,906,150,Full Basement,Aluminum,1.00,906
11900,540205000,1126,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1952,7,3,0,2,0,875,,Partial Basement,Aluminum,1.00,1259
11902,540208000,1128,LITTLE HIGH ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1952,6,2,0,1,0,966,476,Partial Basement,Aluminum,1.00,1142
11904,540210000,311,12TH ST NE,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,2005,11,4,1,3,0,,,No Basement,Stucco,1.66,3088
11905,540211000,309,12TH ST NE,,Single Family,2 Sty No Bsmt,B +,Metal,Hardwood,Hot Water Radiator,3,1730,8,3,1,1,0,,,No Basement,Brick Veneer,2.00,1620
11907,540213000,300,12TH ST NE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1950,6,3,0,1,0,768,,Partial Basement,Aluminum,1.00,1120
11908,540214000,301,13TH ST NE,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Forced Air,0,1950,6,3,0,2,0,432,432,Partial Basement,Asbestos,1.00,1203
11909,540215000,303,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,,,No Basement,Asbestos,1.00,768
11910,540216000,302,12TH ST NE,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,,,Full Basement,Asbestos,1.00,768
11911,540217000,304,12TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,,,No Basement,Aluminum,1.00,768
11912,540218000,305,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1950,6,4,0,1,0,,,No Basement,Aluminum,1.0,1040
11913,540219000,307,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1950,6,4,0,1,0,,,No Basement,Aluminum,1.0,1040
11914,540220000,306,12TH ST NE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,768,384,Partial Basement,Asbestos,1.00,888
11915,540221000,308,12TH ST NE,,Single Family,1 Sty (Avg),B,Architectural Shingles,Hardwood,Forced Air,0,1950,7,3,1,2,0,1392,624,Full Basement,Hardy Board,1.00,1392
11916,540222000,309,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1950,4,2,0,1,0,,,No Basement,Asbestos,1.00,768
11917,540223000,311,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Heat Pump,0,1950,5,2,0,1,0,,,No Basement,Asbestos,1.00,988
11918,540224000,310,12TH ST NE,,Single Family,1.5 Sty Transitional,B -,Metal,Hardwood,Heat Pump,0,1950,4,2,0,2,0,464,,Partial Basement,Stucco,1.00,1768
11919,540225000,1202,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1951,6,3,0,2,0,320,,Partial Basement,Aluminum,1.00,1392
11920,540226000,1204,LITTLE HIGH ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1952,4,2,0,1,0,,,No Basement,Aluminum,1.00,768
11921,540227000,1208,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1946,6,3,0,1,0,600,,Partial Basement,Wood,1.00,840
11924,540230000,1214,LITTLE HIGH ST,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1949,8,6,0,3,0,896,896,Full Basement,Concrete Block,1.00,1792
11925,540231000,1216,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1948,4,2,0,1,0,784,,Full Basement,Aluminum,1.00,784
11927,540233000,1302,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1956,4,2,0,1,0,768,,Full Basement,Aluminum,1.00,768
11928,540234000,1304,LITTLE HIGH ST,,Single Family,1 Sty w/ Bsmt,C,Asbestos,Hardwood,Forced Air,0,1947,4,2,0,1,0,739,,Full Basement,Aluminum,1.00,739
11929,540235000,339,MEADE AVE,,Single Family,1 Sty No Bsmt,C -,Metal,Hardwood,Forced Air,0,1932,6,3,0,1,0,,,No Basement,Vinyl,1.00,1157
11930,540236000,337,MEADE AVE,,Single Family,1 Sty (Avg),C -,Shingles,Hardwood,Heat Pump,0,1985,6,3,0,1,0,,,No Basement,Vinyl,1.00,1280
11931,540237000,315,MEADE AVE,,Single Family,1.5 Sty (Avg),C -,Rubber,Hardwood,Forced Air,1,1947,9,3,1,3,0,,,No Basement,Stucco,1.75,2810
11932,540238000,308,13TH ST NE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1950,5,2,0,1,0,324,,Partial Basement,Asbestos,1.00,922
11933,540239000,306,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1956,5,3,0,1,0,,,No Basement,Aluminum,1.00,960
11934,540240000,313,MEADE AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1925,5,3,0,1,0,,,No Basement,Stucco,1.50,1344
11935,540241000,311,MEADE AVE,,Single Family,1 Sty No Bsmt,C++,Shingles,Hardwood,Forced Air,0,1947,4,2,0,1,0,,,No Basement,Stucco,1.00,834
11936,540242000,304,13TH ST NE,,Single Family,1 Sty No Bsmt,C++,Architectural Shingles,Hardwood,Forced Air,0,1955,4,2,0,1,0,,,No Basement,Hardy Board,1.00,720
11937,540243000,309,MEADE AVE,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,0,1971,6,4,0,2,0,,,No Basement,Wood,1.00,1152
11938,540244000,302,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Heat Pump,0,1956,4,2,0,1,0,,,No Basement,Aluminum,1.00,864
11939,540245000,300,13TH ST NE,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1955,4,2,0,1,0,,,No Basement,Aluminum,1.00,720
11940,540246000,305,MEADE AVE,,Single Family,1 Sty No Bsmt,C +,Shingles,Hardwood,Gas Wall Unit,0,1947,5,2,0,1,0,,,No Basement,Aluminum,1.00,850
11941,540247000,301,MEADE AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1948,6,3,0,2,0,,,No Basement,Vinyl,1.00,1230
11942,540248000,215,MEADE AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,6,2,0,2,0,,,Partial Basement,Vinyl,1.00,1550
11943,540249000,213,MEADE AVE,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1947,4,2,0,1,0,,,No Basement,Vinyl,1.00,750
11944,540250000,211,MEADE AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1947,4,2,0,1,0,,,No Basement,Aluminum,1.00,786
11946,540254000,1219,E MARKET ST,,Single Family,2 Story,C,Metal,None,Forced Air,1,1920,10,4,0,3,0,755,755,Partial Basement,Wood,2.00,1678
11947,540256000,1220,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Baseboard,1,1950,5,2,1,1,0,,,No Basement,Asbestos,1.00,1070
11949,540258000,1214,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1950,6,3,0,1,0,,,No Basement,Vinyl,1.00,1080
11950,540259000,1212,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1951,4,2,0,1,0,,,No Basement,Asbestos,1.00,798
11951,540260000,1210,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1951,4,2,0,1,0,,,No Basement,Aluminum,1.00,768
11952,540261000,1208,E JEFFERSON ST,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1951,7,2,1,1,0,336,,Partial Basement,Asbestos,1.00,1357
11953,540262000,1206,E JEFFERSON ST,,Single Family,1 Sty w/ Bsmt,C,Metal,Hardwood,Forced Air,0,1951,5,2,0,1,0,384,,Partial Basement,Aluminum,1.00,1152
11954,540263000,1204,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1951,4,2,0,1,0,,,No Basement,Asbestos,1.00,768
11955,540264000,1202,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1951,4,2,0,1,0,,,No Basement,Asbestos,1.00,768
11956,540265000,1200,E JEFFERSON ST,,Single Family,1 Sty No Bsmt,C +,Shingles,Hardwood,Forced Air,0,1951,6,3,0,2,0,,,No Basement,Asbestos,1.00,1260
11957,540266000,208,12TH ST NE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1951,6,3,0,2,0,384,,Partial Basement,Aluminum,1.00,1632
11961,550001000,434,MEADE AVE,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Heat Pump,0,1933,7,2,0,2,0,,,No Basement,Vinyl,1.00,1352
11962,550002000,439,FAIRWAY AVE,,Single Family,1.5 Sty (Avg),C +,Shingles,W/W Carpet,Heat Pump,0,2003,6,4,0,2,0,,,No Basement,Vinyl,1.50,1440
11963,550003000,437,FAIRWAY AVE,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Baseboard,0,2003,5,4,0,2,0,,,No Basement,Logs,1.66,1344
11964,550004000,432,MEADE AVE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Heat Pump,0,1932,5,2,0,1,0,,,No Basement,Stucco,1.00,891
11965,550005000,430,MEADE AVE,,Single Family,1.5 Story,D,Shingles,Hardwood,Gas Wall Unit,0,1935,7,3,0,1,0,,,No Basement,Aluminum,1.50,927
11966,550005000,430,MEADE AVE,,Single Family,2 Story,C,Architectural Shingles,Pre-Fab Wd,Heat Pump,No dat,2019,7,4,1,2,No dat,,,No Basement,Vinyl,2.0,1643
11968,550007000,428,MEADE AVE,,Single Family,1 Sty No Bsmt,C +,Shingles,Hardwood,Forced Air,0,1937,6,2,0,1,0,,,No Basement,Vinyl,1.00,825
11969,550008000,424,MEADE AVE,,Single Family,1.5 Story,C +,Metal,Hardwood,Forced Air,0,1933,7,3,0,2,0,400,,Cellar,Stucco,1.50,1513
11970,550009000,422,MEADE AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1933,5,2,0,1,0,426,,Partial Basement,Aluminum,1.00,851
11972,550011000,420,MEADE AVE,,Single Family,1.5 Sty (Avg),C +,Metal,Hardwood,Gas Wall Unit,0,1932,5,3,0,1,0,,,No Basement,Vinyl,1.50,1194
11974,550012000,326,MEADE AVE,,Single Family,1 Story,C,Shingles,Tile,Forced Air,1,1954,6,3,0,1,0,,,No Basement,Aluminum,1.00,1082
11975,550012100,322,MEADE AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1954,4,2,0,1,0,720,,Full Basement,Asbestos,1.00,720
11980,550015100,320-1/2,MEADE AVE,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,0,1955,6,3,0,2,0,,,No Basement,Hardy Board,1.00,1032
11981,550016000,318,MEADE AVE,,Single Family,1 Story,C,Shingles,W/W Carpet,Floor Furnace,0,1954,5,2,0,1,0,389,,Partial Basement,Vinyl,1.00,768
11982,550016100,315,CAROLINE AVE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1962,6,3,0,1,0,,,No Basement,Wood,1.00,864
11983,550016100,315,CAROLINE AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1966,5,2,0,1,0,,,No Basement,Wood,1.00,912
11984,550017000,316,MEADE AVE,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,W/W Carpet,Forced Air,0,1954,5,2,0,1,0,702,387,Partial Basement,Stucco,1.00,1054
11985,550018000,314,MEADE AVE,,Single Family,1.5 Sty (Avg),C +,Shingles,Hardwood,Floor Furnace,0,1953,5,2,0,1,0,772,,Full Basement,Asbestos,1.50,1158
11986,550020000,1306,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C +,Shingles,Hardwood,Forced Air,0,1942,4,2,0,1,0,,,No Basement,Aluminum,1.00,739
11987,550020100,209,16TH ST NE,,Single Family,1 Story,B,Shingles,Hardwood,Floor Furnace,0,1957,4,2,0,1,0,,,No Basement,Vinyl,1.00,834
11988,550020200,207,16TH ST NE,,Single Family,1 Sty No Bsmt,C +,Shingles,Hardwood,Forced Air,0,1957,4,2,1,1,0,,,No Basement,Asbestos,1.00,834
11989,550020300,1314,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C +,Shingles,Hardwood,Forced Air,0,1942,4,2,0,1,0,,,No Basement,Stucco,1.00,760
11990,550020400,1310,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C +,Architectural Shingles,Hardwood,Heat Pump,0,1942,4,2,0,1,0,,,No Basement,Cedar,1.00,736
11991,550020500,1308,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1942,4,2,0,2,0,,,No Basement,Stucco,1.00,1172
11992,550021000,1304,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,0,1947,4,2,0,1,0,,,No Basement,Vinyl,1.00,812
11993,550021100,1302,CHESAPEAKE ST,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1947,5,2,0,1,0,,,No Basement,Aluminum,1.00,897
11994,550021200,1300,CHESAPEAKE ST,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Floor Furnace,0,1947,4,2,0,2,0,,,No Basement,Asbestos,1.00,958
11995,550022000,210,MEADE AVE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Floor Furnace,0,1951,4,2,0,1,0,,,No Basement,Asbestos,1.00,792
